init_units,learning_rate,activation,batch_size,tuner/epochs,tuner/initial_epoch,tuner/bracket,tuner/round,tuner/trial_id,Score
16,0.001,relu,8,2,0,5,0,,5.526817798614502
16,0.01,relu,128,2,0,5,0,,5.556516170501709
64,0.001,relu,32,2,0,5,0,,5.577329635620117
32,0.001,relu,64,4,2,5,1,0000,5.616449356079102
32,0.01,relu,32,2,0,5,0,,5.618352890014648
128,0.001,relu,256,2,0,5,0,,5.628568172454834
8,0.01,relu,64,2,0,5,0,,5.664480686187744
32,0.01,relu,512,2,0,5,0,,5.674433708190918
32,0.01,relu,8,4,0,4,0,,5.691020965576172
128,0.0001,relu,16,4,2,5,1,0019,5.697332382202148
8,0.01,relu,8,2,0,5,0,,5.7008376121521
32,0.01,relu,16,2,0,5,0,,5.713293075561523
64,0.01,relu,256,4,2,5,1,0009,5.729876518249512
8,0.01,relu,32,2,0,5,0,,5.750983238220215
128,0.0001,relu,32,4,2,5,1,0060,5.803865432739258
32,0.01,relu,256,2,0,5,0,,5.836968898773193
8,0.01,relu,128,4,2,5,1,0170,5.840925693511963
16,0.001,relu,32,4,0,4,0,,5.852384090423584
16,0.01,relu,64,2,0,5,0,,5.856791019439697
32,0.01,relu,512,4,2,5,1,0194,5.87730073928833
128,0.01,relu,16,2,0,5,0,,5.886795997619629
8,0.01,relu,8,4,2,5,1,0043,5.895085334777832
16,0.01,relu,256,4,2,5,1,0121,5.898958206176758
8,0.01,relu,32,4,2,5,1,0257,5.984133720397949
64,0.01,relu,512,4,2,5,1,0037,6.015609264373779
64,0.01,relu,256,2,0,5,0,,6.086859226226807
128,0.001,relu,32,2,0,5,0,,6.124452590942383
8,0.001,relu,32,4,2,5,1,0086,6.130812644958496
128,0.0001,relu,16,2,0,5,0,,6.137548923492432
8,0.001,relu,8,2,0,5,0,,6.152424335479736
128,0.0001,relu,128,4,2,5,1,0120,6.175083637237549
128,0.001,relu,512,4,0,4,0,,6.1776347160339355
128,0.001,relu,128,2,0,5,0,,6.207958698272705
128,0.0001,relu,8,2,0,5,0,,6.250856876373291
8,0.1,relu,64,4,2,5,1,0231,6.316432952880859
32,0.001,relu,64,2,0,5,0,,6.32132625579834
8,0.001,relu,16,4,2,5,1,0033,6.351071357727051
64,0.0001,relu,16,2,0,5,0,,6.400389194488525
32,0.001,relu,128,4,2,5,1,0034,6.415588855743408
16,0.001,relu,64,4,2,5,1,0101,6.426653861999512
16,0.001,relu,16,2,0,5,0,,6.444551944732666
64,0.0001,relu,32,4,2,5,1,0045,6.468375205993652
64,0.0001,relu,8,2,0,5,0,,6.479144096374512
32,0.0001,relu,8,4,2,5,1,0276,6.499556064605713
64,0.01,relu,8,2,0,5,0,,6.5078630447387695
16,0.01,relu,256,2,0,5,0,,6.552318096160889
8,0.001,relu,16,2,0,5,0,,6.621586322784424
32,0.001,relu,512,4,2,5,1,0135,6.683809757232666
16,0.001,relu,256,4,2,5,1,0203,6.695480823516846
32,0.001,relu,256,4,2,5,1,0099,6.731418609619141
16,0.0001,relu,16,4,2,5,1,0131,6.740602493286133
64,0.0001,relu,64,4,2,5,1,0076,6.742238521575928
64,0.01,relu,512,2,0,5,0,,6.788033485412598
16,0.001,relu,128,4,2,5,1,0250,6.790166854858398
32,0.0001,relu,16,4,2,5,1,0261,6.804591655731201
32,0.001,relu,128,2,0,5,0,,6.821878910064697
128,0.0001,relu,128,2,0,5,0,,6.832201957702637
32,0.0001,relu,8,2,0,5,0,,6.910004138946533
16,0.0001,relu,8,4,2,5,1,0253,6.939658164978027
64,0.0001,relu,32,2,0,5,0,,6.940704345703125
8,0.01,relu,256,4,2,5,1,0025,6.957059383392334
32,0.0001,relu,32,4,2,5,1,0085,6.9776434898376465
128,0.0001,relu,32,2,0,5,0,,7.010824680328369
32,0.001,relu,256,2,0,5,0,,7.015000820159912
8,0.01,relu,512,4,2,5,1,0217,7.033167362213135
8,0.01,relu,512,2,0,5,0,,7.069901466369629
64,0.0001,relu,128,4,2,5,1,0148,7.072741985321045
128,0.0001,relu,256,4,2,5,1,0166,7.106410980224609
128,0.01,relu,256,4,2,5,1,0115,7.140903949737549
64,0.0001,relu,64,2,0,5,0,,7.14284610748291
128,1e-05,relu,16,4,2,5,1,0256,7.16620397567749
8,0.01,relu,256,2,0,5,0,,7.18044376373291
16,0.001,relu,64,2,0,5,0,,7.237311363220215
128,1e-05,relu,8,4,2,5,1,0185,7.2564473152160645
32,0.0001,relu,64,4,2,5,1,0021,7.301791191101074
128,1e-05,relu,32,4,2,5,1,0229,7.314307689666748
64,1e-05,relu,8,4,2,5,1,0164,7.322350025177002
8,0.001,relu,32,2,0,5,0,,7.354665279388428
16,0.001,relu,128,2,0,5,0,,7.357737064361572
32,0.0001,relu,16,2,0,5,0,,7.4126667976379395
16,0.001,relu,256,2,0,5,0,,7.414278984069824
8,0.0001,relu,8,4,2,5,1,0125,7.468168258666992
32,0.0001,relu,128,4,2,5,1,0236,7.4835615158081055
16,0.0001,relu,16,2,0,5,0,,7.488080024719238
128,1e-05,relu,8,2,0,5,0,,7.494752883911133
16,0.0001,relu,8,2,0,5,0,,7.512340068817139
32,0.0001,relu,32,2,0,5,0,,7.517333984375
8,0.001,relu,128,4,2,5,1,0006,7.530141353607178
8,0.001,relu,64,4,2,5,1,0071,7.563343524932861
128,1e-05,relu,16,2,0,5,0,,7.5643181800842285
8,0.1,relu,64,2,0,5,0,,7.637747764587402
64,0.0001,relu,128,2,0,5,0,,7.638881206512451
64,1e-05,relu,16,4,2,5,1,0258,7.689930438995361
32,1e-05,relu,8,4,2,5,1,0047,7.839465141296387
16,0.0001,relu,32,4,0,4,0,,7.839722156524658
32,0.0001,relu,64,2,0,5,0,,7.852999687194824
128,0.01,relu,8,2,0,5,0,,7.967467784881592
32,0.001,relu,512,2,0,5,0,,7.98997688293457
64,0.01,relu,16,2,0,5,0,,8.081036567687988
64,1e-05,relu,8,2,0,5,0,,8.099071502685547
8,0.0001,relu,8,2,0,5,0,,8.14366340637207
128,0.01,relu,256,2,0,5,0,,8.154829978942871
8,0.1,relu,16,4,2,5,1,0051,8.182611465454102
128,0.0001,relu,256,2,0,5,0,,8.223567008972168
8,0.001,relu,128,2,0,5,0,,8.360445976257324
16,0.0001,relu,64,4,2,5,1,0156,8.523027420043945
8,0.0001,relu,32,4,2,5,1,0055,8.78331184387207
32,1e-05,relu,8,2,0,5,0,,8.786381721496582
8,0.001,relu,64,2,0,5,0,,8.863931655883789
128,1e-05,relu,64,4,0,4,0,,8.975846290588379
128,1e-05,relu,32,2,0,5,0,,9.04041576385498
8,0.001,relu,256,4,0,4,0,,9.55427360534668
16,0.1,relu,16,4,2,5,1,0243,9.55489730834961
64,1e-05,relu,16,2,0,5,0,,9.682408332824707
16,0.1,relu,16,2,0,5,0,,9.704654693603516
8,0.1,relu,16,2,0,5,0,,9.719547271728516
16,0.0001,relu,64,2,0,5,0,,9.765090942382812
32,0.0001,relu,128,2,0,5,0,,9.838945388793945
64,0.01,linear,512,2,0,5,0,,10.750455856323242
16,0.001,linear,128,2,0,5,0,,10.757078170776367
8,0.001,linear,64,2,0,5,0,,10.757744789123535
16,0.0001,linear,16,4,2,5,1,0239,10.761421203613281
8,0.1,linear,256,2,0,5,0,,10.762665748596191
128,0.0001,linear,32,4,0,4,0,,10.766873359680176
64,0.0001,linear,16,2,0,5,0,,10.775362014770508
8,0.001,linear,64,4,2,5,1,0224,10.77608871459961
32,0.01,linear,256,2,0,5,0,,10.776329040527344
8,0.0001,relu,32,2,0,5,0,,10.77863597869873
8,0.0001,linear,8,4,2,5,1,0280,10.78996753692627
64,0.0001,linear,64,4,0,4,0,,10.790729522705078
8,0.01,linear,128,2,0,5,0,,10.794304847717285
64,0.001,linear,16,2,0,5,0,,10.794368743896484
32,0.001,linear,16,2,0,5,0,,10.79482364654541
8,0.01,linear,32,2,0,5,0,,10.79931926727295
8,0.01,linear,128,4,2,5,1,0221,10.800832748413086
128,0.0001,linear,64,2,0,5,0,,10.801214218139648
16,0.001,linear,128,4,2,5,1,0255,10.80699634552002
8,0.0001,linear,8,2,0,5,0,,10.814410209655762
16,0.0001,linear,16,2,0,5,0,,10.814837455749512
32,0.01,linear,16,4,2,5,1,0059,10.822174072265625
128,0.0001,linear,8,2,0,5,0,,10.826896667480469
8,0.0001,linear,32,4,0,4,0,,10.829609870910645
128,0.001,linear,16,2,0,5,0,,10.829999923706055
32,0.01,linear,16,2,0,5,0,,10.832122802734375
128,0.001,linear,8,4,2,5,1,0126,10.840198516845703
64,0.01,linear,512,4,2,5,1,0212,10.840867042541504
128,0.001,linear,8,2,0,5,0,,10.843121528625488
32,0.001,linear,64,2,0,5,0,,10.84597396850586
128,0.001,linear,64,2,0,5,0,,10.847103118896484
32,0.001,linear,128,2,0,5,0,,10.848026275634766
32,0.001,linear,16,4,2,5,1,0070,10.852516174316406
128,0.0001,linear,8,4,2,5,1,0274,10.859955787658691
64,0.001,linear,256,2,0,5,0,,10.865191459655762
32,0.01,linear,512,2,0,5,0,,10.865226745605469
64,0.01,linear,256,2,0,5,0,,10.868778228759766
32,0.001,linear,256,2,0,5,0,,10.869397163391113
128,1e-05,linear,8,2,0,5,0,,10.875554084777832
64,1e-05,linear,16,4,0,4,0,,10.876803398132324
128,0.001,linear,256,4,0,4,0,,10.881379127502441
8,0.001,linear,128,2,0,5,0,,10.881449699401855
16,0.01,linear,256,2,0,5,0,,10.893572807312012
32,0.01,linear,64,2,0,5,0,,10.894018173217773
64,0.0001,linear,32,2,0,5,0,,10.894782066345215
16,0.0001,linear,8,2,0,5,0,,10.898094177246094
64,0.0001,linear,16,4,2,5,1,0042,10.909117698669434
8,0.1,linear,128,2,0,5,0,,10.91183090209961
8,0.1,relu,256,2,0,5,0,,10.915722846984863
16,0.001,linear,16,2,0,5,0,,10.916136741638184
64,0.0001,linear,8,2,0,5,0,,10.919575691223145
128,0.001,linear,16,4,2,5,1,0222,10.919821739196777
128,0.0001,linear,128,2,0,5,0,,10.92287826538086
32,0.01,linear,128,2,0,5,0,,10.924860000610352
8,0.1,linear,256,4,2,5,1,0223,10.936936378479004
32,0.0001,linear,16,2,0,5,0,,10.93862533569336
16,0.1,linear,64,2,0,5,0,,10.94233226776123
8,0.1,linear,512,2,0,5,0,,10.945469856262207
64,0.0001,relu,256,2,0,5,0,,10.952250480651855
64,0.01,linear,32,2,0,5,0,,10.96028995513916
128,0.0001,linear,64,4,2,5,1,0281,10.964032173156738
8,0.01,linear,256,2,0,5,0,,10.966979026794434
16,0.001,linear,8,2,0,5,0,,10.967367172241211
64,0.001,linear,16,4,2,5,1,0039,10.97052001953125
64,0.001,linear,512,2,0,5,0,,10.978360176086426
16,0.1,linear,16,2,0,5,0,,10.986007690429688
8,0.001,linear,8,2,0,5,0,,10.987899780273438
16,0.1,relu,32,2,0,5,0,,10.993468284606934
16,0.01,linear,16,2,0,5,0,,11.004569053649902
128,0.01,linear,128,2,0,5,0,,11.006765365600586
16,0.01,linear,64,2,0,5,0,,11.016983032226562
128,0.001,linear,512,2,0,5,0,,11.022582054138184
16,0.01,linear,128,2,0,5,0,,11.022829055786133
8,0.01,linear,512,2,0,5,0,,11.023894309997559
8,0.01,linear,64,2,0,5,0,,11.031880378723145
32,0.0001,linear,32,2,0,5,0,,11.037803649902344
64,0.001,linear,64,2,0,5,0,,11.042890548706055
8,0.001,linear,16,2,0,5,0,,11.07464599609375
16,0.1,linear,256,2,0,5,0,,11.078444480895996
32,0.0001,linear,8,2,0,5,0,,11.093903541564941
64,0.001,linear,128,2,0,5,0,,11.120060920715332
128,0.0001,linear,16,2,0,5,0,,11.12688159942627
8,0.001,linear,256,2,0,5,0,,11.143847465515137
8,0.01,linear,32,4,2,5,1,0228,11.15114688873291
16,0.0001,linear,32,2,0,5,0,,11.155694961547852
16,0.1,linear,512,2,0,5,0,,11.159978866577148
32,0.01,linear,256,4,2,5,1,0205,11.194116592407227
16,0.001,linear,32,2,0,5,0,,11.220172882080078
128,0.001,linear,128,2,0,5,0,,11.224762916564941
128,0.01,linear,512,2,0,5,0,,11.228397369384766
8,0.1,relu,128,2,0,5,0,,11.244556427001953
16,0.01,linear,512,2,0,5,0,,11.299351692199707
16,0.01,linear,32,2,0,5,0,,11.31296157836914
8,0.01,linear,8,4,0,4,0,,11.31524658203125
16,0.01,linear,8,2,0,5,0,,11.320155143737793
128,0.01,relu,512,2,0,5,0,,11.337394714355469
32,0.01,linear,8,2,0,5,0,,11.378338813781738
32,0.1,linear,64,2,0,5,0,,11.398430824279785
128,1e-05,linear,16,2,0,5,0,,11.40649700164795
16,0.1,linear,128,2,0,5,0,,11.41108226776123
8,0.0001,linear,16,2,0,5,0,,11.412227630615234
32,0.01,linear,32,2,0,5,0,,11.462072372436523
16,0.001,relu,512,2,0,5,0,,11.468330383300781
32,0.0001,linear,64,2,0,5,0,,11.552857398986816
32,0.1,linear,32,2,0,5,0,,11.567447662353516
64,1e-05,linear,8,2,0,5,0,,11.620827674865723
128,0.01,linear,256,2,0,5,0,,11.720099449157715
64,0.0001,linear,128,2,0,5,0,,11.743634223937988
32,0.1,linear,8,2,0,5,0,,11.759284973144531
32,0.001,linear,512,2,0,5,0,,11.79428768157959
32,0.1,linear,16,2,0,5,0,,11.905817985534668
64,0.1,linear,64,2,0,5,0,,11.915196418762207
8,0.1,relu,32,2,0,5,0,,11.935988426208496
128,0.01,linear,64,2,0,5,0,,12.05403995513916
128,0.01,linear,16,2,0,5,0,,12.056489944458008
128,0.01,linear,32,2,0,5,0,,12.123499870300293
8,0.01,linear,16,2,0,5,0,,12.225554466247559
64,1e-05,relu,64,4,0,4,0,,12.355445861816406
64,0.001,linear,8,2,0,5,0,,12.527434349060059
64,1e-05,relu,32,2,0,5,0,,12.54236888885498
8,0.1,linear,64,2,0,5,0,,12.5630464553833
16,0.0001,linear,64,2,0,5,0,,12.584736824035645
64,0.01,linear,8,2,0,5,0,,12.6401948928833
16,1e-05,linear,8,2,0,5,0,,12.862957954406738
128,0.0001,relu,512,2,0,5,0,,12.884456634521484
16,0.001,linear,512,2,0,5,0,,12.922304153442383
16,0.1,linear,32,2,0,5,0,,13.369054794311523
32,0.0001,linear,128,2,0,5,0,,13.463298797607422
16,0.0001,linear,128,2,0,5,0,,13.619516372680664
8,0.001,linear,512,2,0,5,0,,13.736841201782227
8,0.0001,relu,16,2,0,5,0,,13.763090133666992
64,0.01,linear,16,2,0,5,0,,13.929927825927734
8,0.0001,linear,64,2,0,5,0,,14.115201950073242
128,1e-05,linear,32,2,0,5,0,,14.337469100952148
8,0.1,linear,32,2,0,5,0,,14.646586418151855
64,0.0001,linear,256,2,0,5,0,,14.678916931152344
16,0.0001,linear,256,2,0,5,0,,15.074213027954102
64,1e-05,linear,32,2,0,5,0,,15.724414825439453
32,0.0001,linear,256,2,0,5,0,,15.798032760620117
32,0.0001,relu,256,2,0,5,0,,16.13498878479004
64,0.0001,relu,512,2,0,5,0,,16.270862579345703
128,0.0001,linear,512,2,0,5,0,,16.462726593017578
32,1e-05,linear,32,2,0,5,0,,16.504364013671875
128,1e-05,linear,64,2,0,5,0,,16.969131469726562
8,0.0001,relu,64,2,0,5,0,,17.005638122558594
64,0.0001,linear,512,2,0,5,0,,17.43701171875
32,1e-05,linear,128,4,0,4,0,,17.756418228149414
32,1e-05,linear,64,2,0,5,0,,17.873794555664062
8,0.1,linear,8,2,0,5,0,,18.210466384887695
128,1e-05,linear,128,2,0,5,0,,18.57594108581543
32,0.0001,linear,512,2,0,5,0,,19.009281158447266
128,0.1,linear,16,2,0,5,0,,19.054107666015625
16,0.0001,relu,256,2,0,5,0,,19.841808319091797
32,1e-05,relu,32,2,0,5,0,,19.853261947631836
128,1e-05,linear,256,2,0,5,0,,20.346046447753906
8,0.001,relu,512,2,0,5,0,,20.48128318786621
16,1e-05,relu,16,2,0,5,0,,21.4178409576416
16,1e-05,relu,32,2,0,5,0,,22.802478790283203
64,0.1,linear,8,2,0,5,0,,23.624067306518555
32,0.1,linear,128,2,0,5,0,,24.21160125732422
8,0.1,relu,512,2,0,5,0,,24.27952766418457
8,1e-05,relu,8,2,0,5,0,,25.182798385620117
16,0.1,relu,64,2,0,5,0,,25.317298889160156
64,1e-05,relu,128,2,0,5,0,,26.617341995239258
32,1e-05,relu,64,2,0,5,0,,27.535263061523438
8,0.1,linear,16,2,0,5,0,,28.123218536376953
8,1e-05,relu,16,2,0,5,0,,31.335681915283203
32,0.0001,relu,512,2,0,5,0,,31.981115341186523
16,0.1,relu,128,2,0,5,0,,32.41927719116211
32,0.1,linear,256,2,0,5,0,,32.98088836669922
128,1e-05,relu,256,2,0,5,0,,34.86474609375
8,1e-05,linear,16,2,0,5,0,,36.83479309082031
32,0.1,relu,256,2,0,5,0,,45.19916915893555
128,0.1,relu,16,2,0,5,0,,47.38420867919922
64,0.01,relu,8,4,2,5,1,0193,48.42973709106445
16,0.1,relu,512,2,0,5,0,,56.134315490722656
32,0.1,relu,128,2,0,5,0,,59.4830207824707
64,0.1,relu,256,2,0,5,0,,60.568382263183594
128,0.01,relu,8,4,2,5,1,0030,60.604766845703125
64,0.01,relu,16,4,2,5,1,0026,61.52133560180664
32,0.1,relu,64,2,0,5,0,,61.83065414428711
32,0.1,relu,8,2,0,5,0,,61.90022277832031
32,0.1,relu,16,2,0,5,0,,63.63821029663086
16,0.1,relu,8,2,0,5,0,,63.66682434082031
16,0.0001,linear,512,2,0,5,0,,64.58399963378906
64,0.1,relu,32,2,0,5,0,,65.74905395507812
32,0.1,relu,512,2,0,5,0,,66.18922424316406
8,0.1,relu,8,2,0,5,0,,69.49480438232422
64,0.1,relu,64,2,0,5,0,,70.11245727539062
32,0.1,relu,32,2,0,5,0,,74.42264556884766
8,0.0001,linear,256,2,0,5,0,,75.81928253173828
64,0.1,relu,128,2,0,5,0,,78.51054382324219
128,0.01,relu,16,4,2,5,1,0254,82.32720184326172
16,0.0001,relu,512,2,0,5,0,,96.21239471435547
8,0.0001,relu,256,2,0,5,0,,111.0255126953125
8,1e-05,relu,32,2,0,5,0,,125.67155456542969
64,1e-05,relu,256,2,0,5,0,,136.9364776611328
32,1e-05,relu,128,2,0,5,0,,145.61178588867188
16,1e-05,linear,64,2,0,5,0,,147.5459442138672
128,1e-05,linear,512,2,0,5,0,,154.73049926757812
128,1e-05,relu,512,2,0,5,0,,169.62754821777344
16,1e-05,relu,64,2,0,5,0,,185.6650390625
16,1e-05,linear,128,2,0,5,0,,227.65756225585938
16,1e-05,relu,128,2,0,5,0,,230.31842041015625
64,1e-05,linear,512,2,0,5,0,,243.25363159179688
8,0.0001,relu,512,2,0,5,0,,243.3445281982422
8,0.0001,linear,512,2,0,5,0,,243.87721252441406
32,1e-05,linear,512,4,0,4,0,,244.34237670898438
32,1e-05,linear,256,2,0,5,0,,249.2118377685547
32,1e-05,relu,256,2,0,5,0,,251.07916259765625
8,1e-05,linear,64,2,0,5,0,,252.2008514404297
8,1e-05,relu,128,2,0,5,0,,259.0963439941406
8,1e-05,relu,64,2,0,5,0,,263.3222961425781
64,0.1,linear,128,2,0,5,0,,274.58843994140625
8,1e-05,relu,512,4,0,4,0,,285.3805236816406
16,1e-05,linear,256,2,0,5,0,,288.02496337890625
8,1e-05,linear,128,2,0,5,0,,288.2154235839844
16,1e-05,relu,256,2,0,5,0,,289.2071228027344
16,1e-05,linear,512,2,0,5,0,,289.86273193359375
32,1e-05,relu,512,2,0,5,0,,291.4007263183594
8,1e-05,linear,256,2,0,5,0,,295.60394287109375
16,1e-05,relu,512,4,0,4,0,,299.8781433105469
8,1e-05,relu,256,2,0,5,0,,305.3876953125
128,0.1,relu,64,2,0,5,0,,411.2178955078125
128,0.1,relu,8,2,0,5,0,,504.0893249511719
128,0.1,relu,32,4,0,4,0,,566.65478515625
64,0.1,linear,32,2,0,5,0,,1267.738037109375
64,0.1,relu,512,2,0,5,0,,2147.6708984375
128,0.1,relu,128,2,0,5,0,,3959.447998046875
64,0.1,linear,16,2,0,5,0,,5967.951171875
16,0.1,linear,8,2,0,5,0,,8753.583984375
128,0.1,linear,128,2,0,5,0,,22186.5546875
64,0.1,relu,8,2,0,5,0,,82959.1015625
64,0.1,linear,512,2,0,5,0,,240381.46875
128,0.1,relu,256,2,0,5,0,,461786.6875
128,0.1,linear,64,2,0,5,0,,765486.9375
128,0.1,linear,256,2,0,5,0,,1184814.625
128,0.1,relu,512,2,0,5,0,,2417841.5
128,0.1,linear,32,2,0,5,0,,3976172.5
128,0.1,linear,512,2,0,5,0,,15483457.0
