date,wz,wi,wk,qu,qd
1982-08-20,,,,-19.70,290.00
1982-08-21,,,,-18.91,282.00
1982-08-22,,,,-32.64,282.00
1982-08-23,,,,-27.31,282.00
1982-08-24,,,,-4.11,282.00
1982-08-25,,,,31.08,302.00
1982-08-26,,,,24.26,298.00
1982-08-27,,,,2.45,294.00
1982-08-28,,,,2.59,294.00
1982-08-29,,,,10.59,302.00
1982-08-30,,,,23.59,315.00
1982-08-31,,,,23.38,315.00
1982-09-01,,,,29.47,298.00
1982-09-02,,,,23.39,294.00
1982-09-03,,,,23.48,286.00
1982-09-04,,,,44.44,270.00
1982-09-05,,,,43.49,256.00
1982-09-06,,,,33.25,249.00
1982-09-07,,,,38.80,242.00
1982-09-08,,,,30.80,228.00
1982-09-09,,,,24.54,228.00
1982-09-10,,,,21.11,256.00
1982-09-11,,,,17.11,256.00
1982-09-12,,,,57.48,263.00
1982-09-13,,,,49.91,249.00
1982-09-14,,,,81.75,218.00
1982-09-15,,,,72.00,185.00
1982-09-16,,,,73.15,182.00
1982-09-17,,,,55.70,182.00
1982-09-18,,,,50.87,191.00
1982-09-19,,,,85.45,221.00
1982-09-20,,,,89.50,182.00
1982-09-21,,,,84.20,173.00
1982-09-22,,,,78.83,167.00
1982-09-23,,,,73.50,161.00
1982-09-24,,,,68.42,161.00
1982-09-25,,,,74.97,164.00
1982-09-26,,,,85.04,179.00
1982-09-27,,,,91.44,179.00
1982-09-28,,,,118.86,161.00
1982-09-29,,,,141.20,130.00
1982-09-30,,,,130.00,130.00
1982-10-01,,,,133.62,128.00
1982-10-02,,,,136.06,122.00
1982-10-03,,,,125.44,117.00
1982-10-04,,,,120.42,112.00
1982-10-05,,,,115.46,107.00
1982-10-06,,,,100.18,103.00
1982-10-07,,,,110.64,105.00
1982-10-08,,,,116.47,108.00
1982-10-09,,,,129.10,115.00
1982-10-10,,,,133.13,119.00
1982-10-11,,,,123.50,115.00
1982-10-12,,,,124.13,110.00
1982-10-13,,,,113.52,105.00
1982-10-14,,,,114.36,103.00
1982-10-15,,,,107.69,102.00
1982-10-16,,,,114.18,100.00
1982-10-17,,,,97.17,100.00
1982-10-18,,,,111.38,100.00
1982-10-19,,,,119.55,111.00
1982-10-20,,,,117.55,109.00
1982-10-21,,,,112.67,107.00
1982-10-22,,,,121.28,107.00
1982-10-23,,,,140.72,115.00
1982-10-24,,,,126.45,115.00
1982-10-25,,,,123.61,115.00
1982-10-26,,,,136.45,125.00
1982-10-27,,,,141.48,130.00
1982-10-28,,,,147.28,130.00
1982-10-29,,,,435.79,294.00
1982-10-30,,,,561.53,415.00
1982-10-31,,,,457.60,345.00
1982-11-01,,,,380.62,294.00
1982-11-02,,,,329.21,260.00
1982-11-03,,,,305.53,239.00
1982-11-04,,,,266.61,218.00
1982-11-05,,,,252.83,204.00
1982-11-06,,,,256.03,207.00
1982-11-07,,,,268.06,225.00
1982-11-08,,,,271.30,225.00
1982-11-09,,,,259.06,225.00
1982-11-10,,,,267.68,218.00
1982-11-11,,,,264.07,211.00
1982-11-12,,,,235.30,204.00
1982-11-13,,,,240.82,200.00
1982-11-14,,,,241.11,197.00
1982-11-15,,,,228.94,191.00
1982-11-16,,,,229.21,188.00
1982-11-17,,,,232.37,191.00
1982-11-18,,,,242.28,204.00
1982-11-19,,,,287.62,246.00
1982-11-20,,,,346.98,302.00
1982-11-21,,,,383.36,335.00
1982-11-22,,,,378.55,330.00
1982-11-23,,,,353.95,302.00
1982-11-24,,,,330.92,282.00
1982-11-25,,,,318.97,260.00
1982-11-26,,,,282.15,246.00
1982-11-27,,,,284.73,232.00
1982-11-28,,,,291.32,235.00
1982-11-29,,,,331.22,278.00
1982-11-30,,,,597.03,490.00
1982-12-01,,,,627.18,526.00
1982-12-02,,,,649.36,520.00
1982-12-03,,,,1351.25,862.00
1982-12-04,,,,1788.28,1330.00
1982-12-05,,,,1830.04,1460.00
1982-12-06,,,,1945.00,1470.00
1982-12-07,,,,1969.66,1550.00
1982-12-08,,,,1502.37,1190.00
1982-12-09,,,,1202.22,942.00
1982-12-10,,,,955.82,769.00
1982-12-11,,,,846.83,643.00
1982-12-12,,,,684.03,568.00
1982-12-13,,,,760.96,568.00
1982-12-14,,,,747.98,580.00
1982-12-15,,,,1746.13,1290.00
1982-12-16,,,,2575.68,1940.00
1982-12-17,,,,2191.17,1710.00
1982-12-18,,,,1760.79,1420.00
1982-12-19,,,,1403.39,1120.00
1982-12-20,,,,1133.40,902.00
1982-12-21,,,,1031.85,814.00
1982-12-22,,,,1037.96,830.00
1982-12-23,,,,1015.67,822.00
1982-12-24,,,,896.01,734.00
1982-12-25,,,,786.77,636.00
1982-12-26,,,,725.90,587.00
1982-12-27,,,,651.87,532.00
1982-12-28,,,,556.39,460.00
1982-12-29,,,,524.91,420.00
1982-12-30,,,,475.13,390.00
1982-12-31,,,,419.16,350.00
1983-01-01,,,,380.27,315.00
1983-01-02,,,,367.40,306.00
1983-01-03,,,,339.64,315.00
1983-01-04,,,,409.87,340.00
1983-01-05,,,,1063.15,798.00
1983-01-06,,,,4167.29,3300.00
1983-01-07,,,,6738.02,5800.00
1983-01-08,,,,4968.55,4300.00
1983-01-09,,,,3581.05,3150.00
1983-01-10,,,,2589.29,2390.00
1983-01-11,,,,2051.59,1980.00
1983-01-12,,,,1715.21,1720.00
1983-01-13,,,,1487.06,1530.00
1983-01-14,,,,1308.54,1380.00
1983-01-15,,,,1160.87,1270.00
1983-01-16,,,,1076.62,1190.00
1983-01-17,,,,993.06,1120.00
1983-01-18,,,,919.78,1060.00
1983-01-19,,,,917.64,1020.00
1983-01-20,,,,1062.20,1090.00
1983-01-21,,,,1060.26,986.00
1983-01-22,,,,983.20,918.00
1983-01-23,,,,942.03,886.00
1983-01-24,,,,880.71,862.00
1983-01-25,,,,886.79,854.00
1983-01-26,,,,1070.20,934.00
1983-01-27,,,,1163.82,1060.00
1983-01-28,,,,1237.08,1090.00
1983-01-29,,,,1121.05,1040.00
1983-01-30,,,,1062.49,986.00
1983-01-31,,,,977.17,934.00
1983-02-01,,,,964.46,878.00
1983-02-02,,,,851.02,798.00
1983-02-03,,,,764.33,713.00
1983-02-04,,,,711.48,664.00
1983-02-05,,,,660.12,629.00
1983-02-06,,,,672.86,608.00
1983-02-07,,,,638.26,615.00
1983-02-08,,,,628.80,587.00
1983-02-09,,,,764.23,713.00
1983-02-10,,,,932.04,862.00
1983-02-11,,,,1043.14,926.00
1983-02-12,,,,1279.58,1110.00
1983-02-13,,,,1398.82,1190.00
1983-02-14,,,,1485.01,1260.00
1983-02-15,,,,1501.44,1260.00
1983-02-16,,,,2025.68,1620.00
1983-02-17,,,,2466.90,2050.00
1983-02-18,,,,4925.62,4380.00
1983-02-19,,,,5759.31,5260.00
1983-02-20,,,,3750.03,3400.00
1983-02-21,,,,2788.84,2530.00
1983-02-22,,,,2627.16,2350.00
1983-02-23,,,,3071.48,2770.00
1983-02-24,,,,3240.89,2980.00
1983-02-25,,,,2852.67,2650.00
1983-02-26,,,,2492.19,2360.00
1983-02-27,,,,2152.69,2070.00
1983-02-28,,,,1864.74,1780.00
1983-03-01,,,,1571.56,1460.00
1983-03-02,,,,1683.42,1550.00
1983-03-03,,,,1971.53,1800.00
1983-03-04,,,,5158.16,4550.00
1983-03-05,,,,6017.32,5570.00
1983-03-06,,,,4678.17,4550.00
1983-03-07,,,,3963.55,3930.00
1983-03-08,,,,3685.63,3680.00
1983-03-09,,,,3806.72,3790.00
1983-03-10,,,,3734.11,3790.00
1983-03-11,,,,4277.67,4300.00
1983-03-12,,,,4357.08,4290.00
1983-03-13,,,,4577.65,4460.00
1983-03-14,,,,4586.84,4570.00
1983-03-15,,,,3872.41,3850.00
1983-03-16,,,,3089.51,2960.00
1983-03-17,,,,2562.17,2330.00
1983-03-18,,,,2151.08,1900.00
1983-03-19,,,,1802.55,1590.00
1983-03-20,,,,1532.38,1330.00
1983-03-21,,,,1326.06,1140.00
1983-03-22,,,,1113.44,1020.00
1983-03-23,,,,1100.17,983.00
1983-03-24,,,,1033.52,910.00
1983-03-25,,,,1052.10,940.00
1983-03-26,,,,1073.26,1020.00
1983-03-27,,,,1203.66,1180.00
1983-03-28,,,,1486.34,1510.00
1983-03-29,,,,1597.73,1580.00
1983-03-30,,,,2916.79,2810.00
1983-03-31,,,,3794.66,3610.00
1983-04-01,,,,3201.91,3160.00
1983-04-02,,,,3402.03,3420.00
1983-04-03,,,,2960.08,2990.00
1983-04-04,,,,2625.66,2530.00
1983-04-05,,,,2257.84,2240.00
1983-04-06,,,,1950.23,1980.00
1983-04-07,,,,1678.54,1810.00
1983-04-08,,,,1525.00,1650.00
1983-04-09,,,,1367.26,1480.00
1983-04-10,,,,1254.52,1290.00
1983-04-11,,,,1091.86,1080.00
1983-04-12,,,,983.00,983.00
1983-04-13,,,,915.89,910.00
1983-04-14,,,,829.18,841.00
1983-04-15,,,,775.15,787.00
1983-04-16,,,,716.15,728.00
1983-04-17,,,,712.00,712.00
1983-04-18,,,,759.70,736.00
1983-04-19,,,,864.62,841.00
1983-04-20,,,,1009.33,950.00
1983-04-21,,,,1097.73,1080.00
1983-04-22,,,,1247.84,1230.00
1983-04-23,,,,1271.90,1260.00
1983-04-24,,,,1650.00,1650.00
1983-04-25,,,,1482.19,1500.00
1983-04-26,,,,1266.22,1290.00
1983-04-27,,,,1108.18,1120.00
1983-04-28,,,,988.09,994.00
1983-04-29,,,,934.06,940.00
1983-04-30,,,,912.19,930.00
1983-05-01,,,,1163.33,1110.00
1983-05-02,,,,1815.66,1780.00
1983-05-03,,,,1638.13,1650.00
1983-05-04,,,,1484.05,1490.00
1983-05-05,,,,1725.71,1690.00
1983-05-06,,,,2088.38,2130.00
1983-05-07,,,,1891.46,2010.00
1983-05-08,,,,2040.92,2100.00
1983-05-09,,,,2085.01,2020.00
1983-05-10,,,,2152.95,2070.00
1983-05-11,,,,2065.57,2030.00
1983-05-12,,,,1778.83,1850.00
1983-05-13,,,,1568.58,1610.00
1983-05-14,,,,1405.89,1400.00
1983-05-15,,,,1409.59,1380.00
1983-05-16,,,,1463.32,1410.00
1983-05-17,,,,1327.55,1280.00
1983-05-18,,,,1339.48,1280.00
1983-05-19,,,,1341.70,1300.00
1983-05-20,,,,1255.81,1220.00
1983-05-21,,,,1171.92,1160.00
1983-05-22,,,,1085.82,1050.00
1983-05-23,,,,931.94,920.00
1983-05-24,,,,927.66,850.00
1983-05-25,,,,831.70,796.00
1983-05-26,,,,767.71,744.00
1983-05-27,,,,687.51,666.00
1983-05-28,,,,637.17,617.00
1983-05-29,,,,572.05,578.00
1983-05-30,,,,515.15,533.00
1983-05-31,,,,479.23,509.00
1983-06-01,,,,431.73,515.00
1983-06-02,,,,335.74,491.00
1983-06-03,,,,371.70,455.00
1983-06-04,,,,331.90,415.00
1983-06-05,,,,296.18,385.00
1983-06-06,,,,318.67,360.00
1983-06-07,,,,247.93,360.00
1983-06-08,,,,181.26,410.00
1983-06-09,,,,204.44,449.00
1983-06-10,,,,247.71,479.00
1983-06-11,,,,325.96,527.00
1983-06-12,,,,274.06,491.00
1983-06-13,,,,233.90,455.00
1983-06-14,,,,201.62,410.00
1983-06-15,,,,188.00,395.00
1983-06-16,,,,174.27,380.00
1983-06-17,,,,133.10,365.00
1983-06-18,,,,135.24,360.00
1983-06-19,,,,171.54,400.00
1983-06-20,,,,152.32,390.00
1983-06-21,,,,144.24,380.00
1983-06-22,,,,125.40,370.00
1983-06-23,,,,123.59,370.00
1983-06-24,,,,134.12,375.00
1983-06-25,,,,115.59,360.00
1983-06-26,,,,107.66,350.00
1983-06-27,,,,197.88,385.00
1983-06-28,,,,167.31,385.00
1983-06-29,,,,159.70,360.00
1983-06-30,,,,129.98,355.00
1983-07-01,,,,194.49,340.00
1983-07-02,,,,189.88,345.00
1983-07-03,,,,237.47,325.00
1983-07-04,,,,174.78,303.00
1983-07-05,,,,142.19,280.00
1983-07-06,,,,122.56,285.00
1983-07-07,,,,104.18,321.00
1983-07-08,,,,129.90,325.00
1983-07-09,,,,96.66,335.00
1983-07-10,,,,79.09,330.00
1983-07-11,,,,121.17,330.00
1983-07-12,,,,98.02,307.00
1983-07-13,,,,49.34,294.00
1983-07-14,,,,83.55,307.00
1983-07-15,,,,108.96,307.00
1983-07-16,,,,83.11,303.00
1983-07-17,,,,84.66,298.00
1983-07-18,,,,64.88,298.00
1983-07-19,,,,92.96,303.00
1983-07-20,,,,60.29,325.00
1983-07-21,,,,63.73,321.00
1983-07-22,,,,15.70,330.00
1983-07-23,,,,54.26,360.00
1983-07-24,,,,74.81,390.00
1983-07-25,,,,82.79,385.00
1983-07-26,,,,46.88,380.00
1983-07-27,,,,67.50,370.00
1983-07-28,,,,73.44,355.00
1983-07-29,,,,72.01,350.00
1983-07-30,,,,62.26,345.00
1983-07-31,,,,64.98,340.00
1983-08-01,,,,76.54,340.00
1983-08-02,,,,30.91,335.00
1983-08-03,,,,33.72,335.00
1983-08-04,,,,46.29,335.00
1983-08-05,,,,55.34,340.00
1983-08-06,,,,27.75,360.00
1983-08-07,,,,36.10,355.00
1983-08-08,,,,73.28,360.00
1983-08-09,,,,62.44,360.00
1983-08-10,,,,48.35,345.00
1983-08-11,,,,64.10,345.00
1983-08-12,,,,39.60,345.00
1983-08-13,,,,109.34,335.00
1983-08-14,,,,75.65,330.00
1983-08-15,,,,57.06,325.00
1983-08-16,,,,-12.95,325.00
1983-08-17,,,,-110.52,330.00
1983-08-18,,,,26.41,350.00
1983-08-19,,,,55.18,355.00
1983-08-20,,,,47.30,355.00
1983-08-21,,,,46.77,355.00
1983-08-22,,,,57.51,340.00
1983-08-23,,,,112.70,340.00
1983-08-24,,,,79.58,307.00
1983-08-25,,,,73.45,252.00
1983-08-26,,,,136.16,294.00
1983-08-27,,,,78.69,256.00
1983-08-28,,,,70.42,280.00
1983-08-29,,,,54.01,272.00
1983-08-30,,,,57.19,252.00
1983-08-31,,,,53.62,252.00
1983-09-01,,,,66.99,256.00
1983-09-02,,,,77.44,248.00
1983-09-03,,,,69.23,222.00
1983-09-04,,,,55.92,216.00
1983-09-05,,,,58.02,213.00
1983-09-06,,,,51.16,225.00
1983-09-07,,,,52.15,244.00
1983-09-08,,,,40.27,252.00
1983-09-09,,,,46.46,260.00
1983-09-10,,,,52.19,268.00
1983-09-11,,,,79.32,276.00
1983-09-12,,,,79.49,268.00
1983-09-13,,,,52.70,244.00
1983-09-14,,,,38.79,237.00
1983-09-15,,,,36.72,237.00
1983-09-16,,,,32.10,237.00
1983-09-17,,,,41.70,234.00
1983-09-18,,,,55.41,244.00
1983-09-19,,,,79.20,256.00
1983-09-20,,,,87.72,240.00
1983-09-21,,,,91.13,207.00
1983-09-22,,,,87.69,171.00
1983-09-23,,,,81.14,156.00
1983-09-24,,,,84.32,156.00
1983-09-25,,,,74.33,153.00
1983-09-26,,,,64.53,150.00
1983-09-27,,,,55.83,180.00
1983-09-28,,,,63.05,183.00
1983-09-29,,,,81.55,171.00
1983-09-30,,,,101.60,140.00
1983-10-01,,,,77.61,80.00
1983-10-02,,,,74.00,74.00
1983-10-03,,,,74.00,74.00
1983-10-04,,,,74.00,74.00
1983-10-05,,,,74.00,74.00
1983-10-06,,,,78.78,74.00
1983-10-07,,,,74.00,74.00
1983-10-08,,,,74.00,74.00
1983-10-09,,,,108.56,99.00
1983-10-10,,,,103.81,99.00
1983-10-11,,,,98.20,91.00
1983-10-12,,,,93.81,89.00
1983-10-13,,,,89.40,87.00
1983-10-14,,,,87.00,87.00
1983-10-15,,,,91.40,89.00
1983-10-16,,,,91.41,89.00
1983-10-17,,,,93.78,89.00
1983-10-18,,,,94.23,87.00
1983-10-19,,,,89.41,87.00
1983-10-20,,,,94.64,85.00
1983-10-21,,,,97.04,85.00
1983-10-22,,,,100.25,93.00
1983-10-23,,,,110.26,103.00
1983-10-24,,,,109.84,105.00
1983-10-25,,,,110.67,101.00
1983-10-26,,,,104.71,95.00
1983-10-27,,,,104.72,95.00
1983-10-28,,,,95.43,93.00
1983-10-29,,,,98.27,91.00
1983-10-30,,,,104.74,95.00
1983-10-31,,,,106.32,99.00
1983-11-01,,,,126.06,109.00
1983-11-02,,,,122.34,115.00
1983-11-03,,,,131.69,117.00
1983-11-04,,,,139.77,130.00
1983-11-05,,,,172.11,150.00
1983-11-06,,,,152.74,138.00
1983-11-07,,,,170.80,156.00
1983-11-08,,,,159.00,159.00
1983-11-09,,,,170.20,148.00
1983-11-10,,,,169.75,145.00
1983-11-11,,,,162.90,148.00
1983-11-12,,,,170.37,148.00
1983-11-13,,,,169.93,150.00
1983-11-14,,,,176.01,156.00
1983-11-15,,,,192.07,162.00
1983-11-16,,,,229.24,189.00
1983-11-17,,,,276.52,231.00
1983-11-18,,,,346.22,303.00
1983-11-19,,,,319.40,276.00
1983-11-20,,,,281.35,248.00
1983-11-21,,,,269.23,228.00
1983-11-22,,,,259.18,210.00
1983-11-23,,,,237.03,198.00
1983-11-24,,,,256.71,207.00
1983-11-25,,,,315.15,252.00
1983-11-26,,,,324.93,264.00
1983-11-27,,,,306.66,248.00
1983-11-28,,,,301.43,237.00
1983-11-29,,,,308.89,244.00
1983-11-30,,,,302.34,237.00
1983-12-01,,,,297.07,234.00
1983-12-02,,,,300.01,231.00
1983-12-03,,,,285.53,231.00
1983-12-04,,,,273.12,219.00
1983-12-05,,,,269.22,213.00
1983-12-06,,,,284.20,222.00
1983-12-07,,,,278.59,216.00
1983-12-08,,,,291.04,228.00
1983-12-09,,,,516.79,375.00
1983-12-10,,,,1770.04,1390.00
1983-12-11,,,,1505.18,1220.00
1983-12-12,,,,1149.89,930.00
1983-12-13,,,,1129.98,900.00
1983-12-14,,,,1378.25,1040.00
1983-12-15,,,,2245.69,1660.00
1983-12-16,,,,1599.40,1230.00
1983-12-17,,,,1078.17,832.00
1983-12-18,,,,837.67,645.00
1983-12-19,,,,683.24,527.00
1983-12-20,,,,541.75,420.00
1983-12-21,,,,432.88,340.00
1983-12-22,,,,310.03,260.00
1983-12-23,,,,278.51,235.00
1983-12-24,,,,278.67,235.00
1983-12-25,,,,320.80,250.00
1983-12-26,,,,354.59,280.00
1983-12-27,,,,316.22,260.00
1983-12-28,,,,286.47,235.00
1983-12-29,,,,292.70,235.00
1983-12-30,,,,311.33,235.00
1983-12-31,,,,559.79,350.00
1984-01-01,,,,737.74,550.00
1984-01-02,,,,963.87,780.00
1984-01-03,,,,2357.48,1500.00
1984-01-04,,,,4871.15,3600.00
1984-01-05,,,,3732.49,2900.00
1984-01-06,,,,2344.98,1800.00
1984-01-07,,,,1805.04,1400.00
1984-01-08,,,,1426.87,1100.00
1984-01-09,,,,1217.23,950.00
1984-01-10,,,,1082.14,850.00
1984-01-11,,,,979.21,760.00
1984-01-12,,,,929.81,720.00
1984-01-13,,,,861.96,670.00
1984-01-14,,,,775.47,610.00
1984-01-15,,,,696.43,550.00
1984-01-16,,,,622.89,500.00
1984-01-17,,,,557.03,450.00
