date,max water temperature (C),min water temperature (C),avg water temperature (C)
1999-07-14 00:00:00+00:00,14.7,13.0,13.6
1999-07-15 00:00:00+00:00,14.7,12.8,13.6
1999-07-16 00:00:00+00:00,14.9,13.0,13.7
1999-07-17 00:00:00+00:00,15.0,13.2,13.9
1999-07-18 00:00:00+00:00,14.9,13.0,13.8
1999-07-19 00:00:00+00:00,15.2,13.2,14.0
1999-07-20 00:00:00+00:00,15.2,13.3,14.0
1999-07-21 00:00:00+00:00,15.2,13.3,14.0
1999-07-22 00:00:00+00:00,15.2,13.3,14.1
1999-07-23 00:00:00+00:00,15.3,13.5,14.2
1999-07-24 00:00:00+00:00,15.2,13.5,14.1
1999-07-25 00:00:00+00:00,15.3,13.5,14.2
1999-07-26 00:00:00+00:00,15.5,13.5,14.3
1999-07-27 00:00:00+00:00,15.5,13.6,14.3
1999-07-28 00:00:00+00:00,15.3,13.6,14.4
1999-07-29 00:00:00+00:00,15.5,13.9,14.4
1999-07-30 00:00:00+00:00,15.5,13.8,14.4
1999-07-31 00:00:00+00:00,15.7,13.6,14.4
1999-08-01 00:00:00+00:00,15.5,13.8,14.4
1999-08-02 00:00:00+00:00,15.7,13.9,14.5
1999-08-03 00:00:00+00:00,15.0,13.9,14.3
1999-08-04 00:00:00+00:00,15.7,13.9,14.6
1999-08-05 00:00:00+00:00,15.5,13.9,14.5
1999-08-06 00:00:00+00:00,15.3,13.9,14.5
1999-08-07 00:00:00+00:00,15.3,14.1,14.4
1999-08-08 00:00:00+00:00,15.7,13.9,14.6
1999-08-09 00:00:00+00:00,15.8,14.1,14.7
1999-08-10 00:00:00+00:00,14.9,13.9,14.4
1999-08-11 00:00:00+00:00,15.5,14.1,14.5
1999-08-12 00:00:00+00:00,16.0,14.2,14.8
1999-08-13 00:00:00+00:00,16.0,14.2,14.8
1999-08-14 00:00:00+00:00,16.0,14.1,14.8
1999-08-15 00:00:00+00:00,16.0,14.1,14.8
1999-08-16 00:00:00+00:00,16.1,14.2,14.9
1999-08-17 00:00:00+00:00,16.3,14.2,15.1
1999-08-18 00:00:00+00:00,15.8,14.4,15.0
1999-08-19 00:00:00+00:00,16.4,14.7,15.3
1999-08-20 00:00:00+00:00,16.4,14.7,15.3
1999-08-21 00:00:00+00:00,16.6,14.9,15.5
1999-08-22 00:00:00+00:00,16.6,14.7,15.5
1999-08-23 00:00:00+00:00,16.6,14.9,15.5
1999-08-24 00:00:00+00:00,16.9,15.0,15.7
1999-08-25 00:00:00+00:00,17.1,15.0,15.7
1999-08-26 00:00:00+00:00,17.1,15.0,15.8
1999-08-27 00:00:00+00:00,16.9,15.2,15.8
1999-08-28 00:00:00+00:00,17.4,15.3,16.1
1999-08-29 00:00:00+00:00,17.2,15.3,16.0
1999-08-30 00:00:00+00:00,17.1,15.0,15.9
1999-08-31 00:00:00+00:00,16.9,14.9,15.7
1999-09-01 00:00:00+00:00,16.9,15.2,15.8
1999-09-02 00:00:00+00:00,17.1,15.2,15.9
1999-09-03 00:00:00+00:00,17.2,15.5,16.1
1999-09-04 00:00:00+00:00,17.4,15.5,16.2
1999-09-05 00:00:00+00:00,17.6,15.3,16.3
1999-09-06 00:00:00+00:00,17.4,15.7,16.3
1999-09-07 00:00:00+00:00,17.4,15.5,16.3
1999-09-08 00:00:00+00:00,17.7,15.5,16.4
1999-09-09 00:00:00+00:00,17.7,15.7,16.5
1999-09-10 00:00:00+00:00,17.7,16.1,16.7
1999-09-11 00:00:00+00:00,17.7,15.8,16.6
1999-09-12 00:00:00+00:00,18.0,16.0,16.7
1999-09-13 00:00:00+00:00,18.0,16.0,16.8
1999-09-14 00:00:00+00:00,18.2,16.1,16.9
1999-09-15 00:00:00+00:00,18.2,16.1,16.9
1999-09-16 00:00:00+00:00,18.4,16.1,17.0
1999-09-17 00:00:00+00:00,18.0,16.4,17.0
1999-09-18 00:00:00+00:00,18.2,16.3,17.1
1999-09-19 00:00:00+00:00,18.4,16.3,17.0
1999-09-20 00:00:00+00:00,18.4,16.3,17.1
1999-09-21 00:00:00+00:00,18.4,16.3,17.1
