date,outflow (m3/d),inflow (m3/d),spill (m3/d),avg water temperature (C),elevation (m)
1999-06-17,451979622.60480005,453594359.80799997,170990883.5328,14.39,148.626576
1999-06-18,428027687.42399997,423990844.416,115478175.744,14.44,148.644864
1999-06-19,386289177.2928,388270900.2239999,55072324.91520001,14.5,148.428456
1999-06-20,384160660.07040006,344966584.32000005,45897681.7152,14.47,148.11756
1999-06-21,370239668.12160003,409311415.29600006,24490180.9152,14.32,148.007832
1999-06-22,464114617.344,458487502.84800005,128200347.64799999,14.27,148.68144
1999-06-23,487332581.06880003,494452104.1919999,150708805.632,14.1,148.693632
1999-06-24,513633224.9088,519162476.5439999,203701544.7552,14.39,148.708872
1999-06-25,527798874.0095999,522343019.52,226674851.32799998,14.38,148.745448
1999-06-26,488751592.5504001,488580332.54399997,161767308.9024,14.14,148.72411200000002
1999-06-27,443220896.5632,435734387.71199995,117582227.2512,14.24,148.690584
1999-06-28,444126128.0256,443808073.72800004,121937124.55680001,14.32,148.69972800000002
1999-06-29,512312076.28800005,520875076.60800004,200496536.06399998,14.15,148.739352
1999-06-30,511357913.3951999,511822761.98399997,186453215.53919998,14.05,148.678392
1999-07-01,511651501.9776,509865504.768,178208269.51680005,14.31,148.705824
1999-07-02,456750437.0688,456040931.328,119955401.62560001,14.02,148.690584
1999-07-03,460591554.3552,455306959.872,129325770.5472,14.18,148.687536
1999-07-04,458707694.2848,452126416.896,138818468.0448,14.35,148.59
1999-07-05,433654801.91999996,434266444.8,130549056.3072,14.67,148.37968800000002
1999-07-06,437055536.3328,444297388.03199995,135368802.2016,14.93,148.480272
1999-07-07,458463037.1327999,459221474.30399996,139772630.93760002,15.15,148.617432
1999-07-08,468640774.656,463135988.73599994,140677862.39999998,15.09,148.443696
1999-07-09,431061436.1088,435489730.56,130157604.86400001,15.32,148.516848
1999-07-10,490635452.6208,496898675.712,160225968.84479997,15.79,148.678392
1999-07-11,471674523.3408,465827217.408,155968934.4,15.89,148.580856
1999-07-12,470377840.4352,477815417.85600007,147968645.52959996,16.22,148.663152
1999-07-13,548399006.2080001,543628191.744,257844172.49280003,16.3,148.721064
1999-07-14,561634958.1312001,558552278.016,235922891.67360005,16.0,148.687536
1999-07-15,466634586.0096,475858160.64,172287566.4384,15.96,148.57476
1999-07-16,541426277.3759999,537022448.6400001,219555328.20479998,16.16,148.64791200000002
1999-07-17,480824700.82559997,465582560.2560001,194306710.11839998,16.06,148.291296
1999-07-18,403928957.95199996,411268672.51199996,163871360.40960002,16.09,148.251672
1999-07-19,453349702.65599996,456530245.632,182685495.3984,16.34,148.370544
1999-07-20,452395539.7632,453839016.96,184985272.6272,16.22,148.629624
1999-07-21,480677906.5343999,474145560.57600003,194869421.56800002,16.06,148.434552
1999-07-22,435685456.2816,438670273.536,170648363.51999998,16.32,148.428456
1999-07-23,453594359.80799997,452615731.20000005,184422561.1776,16.56,148.465032
1999-07-24,469521540.40320003,467539817.47199994,188728527.0528,16.8,148.42236
1999-07-25,377628314.1119999,374814756.864,155553017.2416,16.91,148.37968800000002
1999-07-26,411121878.2208,407843472.38399994,169180420.608,17.01,148.273008
1999-07-27,438988327.83360004,436223702.016,174856466.53440002,17.27,148.337016
1999-07-28,467050503.16800004,475858160.64,189340169.93279997,17.5,148.260816
1999-07-29,393237440.4095999,392185414.656,155137100.0832,17.6,148.349208
1999-07-30,337993855.48800004,338360841.216,139038659.48160002,17.7,148.37664
1999-07-31,330923263.7952,319032926.208,133925325.00479999,17.8,148.135848
1999-08-01,316415094.68160003,306310754.304,125925036.13439998,18.17,148.096224
1999-08-02,331975289.5488,362581899.264,133656202.13759999,18.05,148.440648
1999-08-03,429936013.2096,422278244.352,171578060.69759998,18.12,148.49551200000002
1999-08-04,450511679.6927999,428883987.45600003,178281666.66240004,18.28,148.19376
1999-08-05,401824906.4448,416895787.008,162892731.80159998,18.44,148.25776800000003
1999-08-06,403684300.79999995,404907586.55999994,161302460.31360003,18.26,148.236432
1999-08-07,381567294.25920004,385824328.70399994,152617131.4176,18.15,148.291296
1999-08-08,339070346.9568,340807412.736,136200636.51839998,18.09,148.461984
1999-08-09,425630047.3344,415672501.248,172140772.1472,18.26,148.080984
1999-08-10,400405894.96320003,411757986.81600004,159614325.9648,18.47,148.434552
1999-08-11,402191892.1727999,402705672.192,158366574.48960003,18.53,148.53208800000002
1999-08-12,457998188.54399997,462157360.128,194624764.41599998,18.58,148.62048000000001
1999-08-13,474488080.5888,469007760.384,193597204.37759998,18.46,148.519896
1999-08-14,462475414.4256,461423388.672,186575544.1152,18.33,148.4376
1999-08-15,346825978.67520005,341052069.888,140139616.6656,18.28,148.288248
1999-08-16,412198369.68959993,413225929.728,167467820.54400003,18.24,148.33396800000003
1999-08-17,447110945.28,446009988.096,178550789.5296,18.31,148.221192
1999-08-18,429642424.62720007,436957673.472,174758603.67360002,18.48,148.260816
1999-08-19,441948679.37279993,440138216.4480001,176764792.32,18.62,148.413216
1999-08-20,414302421.1968,408332786.688,164825523.3024,18.82,148.31568000000001
1999-08-21,316782080.4096,313650468.864,127686567.62879999,18.95,148.39492800000002
1999-08-22,333174109.59360003,331510440.96,133900859.28959998,18.77,148.309584
1999-08-23,396222257.6639999,398546500.60800004,158660163.07199997,18.94,147.925536
1999-08-24,393286371.84,393164043.264,159614325.9648,19.02,148.352256
1999-08-25,398840089.1904,403928957.95199996,158709094.50239998,19.24,148.49856
1999-08-26,389640980.2752,389983500.28800005,158782491.648,19.23,148.461984
1999-08-27,413617381.1712,415672501.248,165314837.60639998,19.34,148.492464
1999-08-28,382986305.74079996,374570099.712,156286988.6976,19.55,148.15108800000002
1999-08-29,343792229.9904,339094812.672,138231290.88000003,19.29,148.321776
1999-08-30,339730921.26720005,350104384.512,137570716.5696,18.71,148.367496
1999-08-31,405788352.3072,404907586.55999994,48955896.1152,18.4,148.465032
1999-09-01,353896570.36800003,354508213.248,4232568.729599999,18.51,148.273008
1999-09-02,298799779.73759997,297747753.984,4330431.590399999,18.46,148.309584
1999-09-03,345137844.32640004,346679184.38399994,4770814.464,18.43,148.465032
1999-09-04,261416166.912,252241523.71199995,4770814.464,18.35,148.465032
1999-09-05,201352836.096,217255550.976,4795280.1792,18.24,148.48332
1999-09-06,270566344.3968,268878210.048,4770814.464,18.0,148.474176
1999-09-07,349468275.9168,344232612.86399996,4575088.7424,17.87,148.184616
1999-09-08,316023643.2383999,313405811.712,5088868.7616,17.96,148.309584
1999-09-09,293025870.9504,294077896.704,4550623.0272,18.04,148.39188000000001
1999-09-10,279569727.59040004,279398467.58400005,4550623.0272,17.71,148.358352
1999-09-11,195725721.6,186184092.672,4183637.2992,17.83,148.251672
1999-09-12,206025787.69919997,213341036.544,4721883.0336,17.87,148.446744
1999-09-13,271789630.15680003,281600381.95199996,4844211.6096,18.02,148.492464
1999-09-14,304769414.24639994,301172954.112,5015471.615999999,18.07,148.440648
1999-09-15,283875693.4656,284536267.77599996,5602648.7808,18.24,148.480272
1999-09-16,254418972.3648,251018237.952,5553717.3504,,148.480272
1999-09-17,253758398.0544,253220152.31999996,2911420.1087999996,,148.440648
1999-09-18,230980817.20319998,226797179.90399998,4721883.0336,,148.43150400000002
1999-09-19,229170354.2784,227286494.208,4624020.172799999,,148.41016800000003
1999-09-20,292756748.0832,308512668.672,4844211.6096,,148.47112800000002
1999-09-21,357737687.65439993,349615070.208,10764914.688000001,,148.492464
1999-09-22,329626580.8896,326372640.768,3278405.8368,,148.385784
1999-09-23,322115606.3232,325883326.464,4403828.7360000005,,148.458936
1999-09-24,267630458.57279998,251752209.408,4428294.4512,,148.337016
1999-09-25,199835961.7536,208937207.808,4575088.7424,,148.382736
1999-09-26,208619153.51039997,203310093.312,4428294.4512,,148.34311200000002
1999-09-27,287129633.58720005,294322553.856,3938980.1472,,148.352256
1999-09-28,294444882.432,290408039.424,4403828.7360000005,,148.404072
1999-09-29,319791363.37920004,322702783.48800004,4379363.0208,,148.413216
1999-09-30,275802007.44960004,268878210.048,4085774.4384,,148.367496
1999-10-01,222271022.59199998,218968151.03999996,4428294.4512,,148.33092
1999-10-02,167590149.11999997,182758892.54400003,4599554.457599999,,148.39492800000002
1999-10-03,203946201.90719998,202820779.00800002,5137800.192000001,,148.59
1999-10-04,306800068.608,294811868.16,3890048.7168,,148.111464
1999-10-05,246394217.77919996,254688095.232,4036843.008,,148.373592
1999-10-06,255422066.68800002,251262895.10400003,4599554.457599999,,148.49551200000002
1999-10-07,235384645.93919998,229977722.88,4305965.8752,,148.434552
1999-10-08,221732776.8576,234626208.76799998,4550623.0272,,148.40712
1999-10-09,159467531.67360002,163186320.384,4379363.0208,,148.31872800000002
1999-10-10,201915547.5456,198416950.27199998,4232568.729599999,,148.26996
1999-10-11,267190075.69919997,251262895.10400003,3694322.9952,,148.035264
1999-10-12,284536267.77599996,285514896.384,4232568.729599999,,148.291296
1999-10-13,248620597.8624,262027809.792,4012377.2927999995,,148.324824
1999-10-14,273942613.0944,272058753.024,4868677.3248,,148.49551200000002
1999-10-15,264841367.04,246125094.91199997,3987911.5775999995,,148.14804
1999-10-16,176642463.74400002,180556978.17599997,3449665.8431999995,,147.943824
1999-10-17,176838189.46559998,179578349.56800005,3792185.856,,148.108416
1999-10-18,215542950.912,224595265.53599998,4232568.729599999,,148.251672
1999-10-19,250064075.0592,254688095.232,4257034.4448,,148.321776
1999-10-20,255226340.96639997,257623981.056,4672951.6032,,148.41016800000003
1999-10-21,286860510.72,277930524.672,4721883.0336,,148.31568000000001
1999-10-22,269783441.5104,272058753.024,4477225.8816,,148.327872
1999-10-23,267361335.7056,263495752.704,4281500.159999999,,148.248624
1999-10-24,224081485.5168,204778036.224,3571994.4192,,147.977352
1999-10-25,228265122.816,252730838.016,3938980.1472,,148.10536800000003
1999-10-26,247593037.824,242944551.93599996,4354897.3056,,148.25472
1999-10-27,255764586.70080003,257379323.904,2740160.1024,,148.215096
1999-10-28,256131572.4288,255666723.84,4085774.4384,,148.187664
1999-10-29,244485891.9936,223371979.776,3547528.704,,147.971256
1999-10-30,173412989.33760002,179578349.56800005,2519968.6656,,147.565872
1999-10-31,128640730.5216,112542289.92000002,2471037.2352,,147.547584
1999-11-01,203677079.04,229488408.57599998,2984817.2543999995,,147.86152800000002
1999-11-02,233133800.1408,206735293.43999997,3131611.5456,,147.76704
1999-11-03,198735004.5696,226797179.90399998,3938980.1472,,148.129752
1999-11-04,254639163.8016,258847266.81599998,3767720.1408,,148.218144
1999-11-05,247177120.6656,262027809.792,3205008.6912,,148.40712
1999-11-06,308439271.52639997,288450782.208,44087218.7904,,148.629624
1999-11-07,251091635.09759998,226797179.90399998,0.0,,147.453096
1999-11-08,229733065.72800002,245635780.608,0.0,,147.882864
1999-11-09,265501941.35039997,262027809.792,0.0,,148.11756
1999-11-10,272083218.7392,285514896.384,0.0,,148.02916800000003
1999-11-11,272107684.4544,265942324.22399998,0.0,,148.01392800000002
1999-11-12,288010399.33439994,281600381.95199996,0.0,,148.123656
1999-11-13,260510935.4496,262027809.792,0.0,,148.02916800000003
1999-11-14,237513163.1616,249060980.736,0.0,,148.129752
1999-11-15,234136894.46400002,225573894.144,0.0,,148.175472
1999-11-16,289135822.2336,303374868.48,0.0,,148.260816
1999-11-17,343718832.8448,342520012.79999995,43597904.4864,,148.2852
1999-11-18,319448843.3664,311203897.344,19254517.8624,,148.19376
1999-11-19,290530368.0,292120639.48800004,0.0,,148.160232
1999-11-20,270468481.53599995,270346152.96,0.0,,148.245576
1999-11-21,325173820.72319996,339094812.672,3474131.5583999995,,148.248624
1999-11-22,294371485.28639996,303864182.784,29603515.391999997,,148.586952
1999-11-23,387365668.7616,385579671.552,37530407.1168,,148.596096
1999-11-24,345798418.63680005,345455898.62399995,9272506.060800001,,148.57476
1999-11-25,384723371.52,378484614.144,17811040.6656,,148.465032
1999-11-26,306408617.1647999,297503096.83199996,0.0,,148.388832
1999-11-27,265208352.76800004,268144238.59199998,0.0,,148.34311200000002
1999-11-28,275973267.456,281355724.79999995,0.0,,148.40712
1999-11-29,372441582.4896,372123528.192,0.0,,148.37664
1999-11-30,358789713.408,353284927.48800004,0.0,,148.358352
1999-12-01,341688178.4832,343009327.104,0.0,,148.337016
1999-12-02,341272261.3248,339094812.672,0.0,,148.297392
1999-12-03,355853827.58399993,367475042.30399996,5749443.072,,148.599144
1999-12-04,399843183.5136,403928957.95199996,33273372.672,,148.65096
1999-12-05,404320409.39519995,393898014.72,6361085.952,,148.62352800000002
1999-12-06,413103601.15199995,414693872.64000005,0.0,,148.2852
1999-12-07,387390134.4768,392430071.80799997,6091963.0848,,148.52904
1999-12-08,412712149.70879996,412491958.272,39145144.32,,148.68144
1999-12-09,410118783.89759994,406130872.32000005,4844211.6096,,148.644864
1999-12-10,391280183.19360006,393408700.416,0.0,,148.54428000000001
1999-12-11,348073730.15040004,338360841.216,0.0,,148.57476
1999-12-12,297136111.10400003,295790496.768,0.0,,148.35530400000002
1999-12-13,371022571.008,379463242.752,0.0,,148.465032
1999-12-14,346801512.96,354997527.5519999,8563000.319999998,,148.602192
1999-12-15,430058341.7856,423990844.416,110560566.9888,,148.644864
1999-12-16,370680050.9952,366251756.54399997,2397640.0896,,148.586952
1999-12-17,354679473.2544,353774241.79199994,38435638.5792,,148.6662
1999-12-18,393041714.68799996,388270900.2239999,63415133.7984,,148.07184
1999-12-19,290114450.8416,294567211.008,0.0,,148.449792
1999-12-20,375083879.7312,383622414.336,94951440.6912,,148.687536
1999-12-21,406938240.92160004,410779358.208,62558833.7664,,148.745448
1999-12-22,409042292.4288,411513329.664,35744409.907199994,,148.68144
1999-12-23,440529667.89120007,438180959.23199993,86266111.79519999,,148.72411200000002
1999-12-24,445324948.0704,443808073.72800004,130010810.5728,,148.63572
1999-12-25,375328536.8832,358178070.528,0.0,,148.617432
1999-12-26,339290538.39360005,350349041.66400003,0.0,,148.602192
1999-12-27,390130294.5792,385579671.552,0.0,,148.41931200000002
1999-12-28,409776263.8848,412002643.968,0.0,,148.413216
1999-12-29,375181742.592,380197214.208,0.0,,148.580856
1999-12-30,404198080.81920004,403684300.79999995,14557100.544,,148.73630400000002
1999-12-31,391745031.78239995,384845700.09599996,19719366.4512,5.96,148.401024
2000-01-01,406155338.03519994,409066758.14399993,18985394.9952,5.85,148.599144
2000-01-02,338311909.7856,326861955.07199997,0.0,5.69,148.41931200000002
2000-01-03,357174976.2048,367475042.30399996,0.0,5.51,148.3614
2000-01-04,386729560.16639996,383377757.184,0.0,5.46,148.312632
2000-01-05,368355808.0512,375059414.01600003,0.0,5.41,148.477224
2000-01-06,403757697.94560003,410045386.752,36404984.2176,5.26,148.68448800000002
2000-01-07,416528801.28000003,413959901.18399996,17566383.513600003,5.15,148.705824
2000-01-08,395512751.92319995,393408700.416,0.0,5.11,148.64791200000002
2000-01-09,322286866.3296,311937868.8,0.0,5.02,148.461984
2000-01-10,357199441.91999996,365517785.08800006,0.0,4.88,148.364448
2000-01-11,412491958.272,409800729.59999996,0.0,4.8,148.50770400000002
2000-01-12,377481519.82079995,379218585.59999996,0.0,4.65,148.49856
2000-01-13,395047903.33440006,403684300.79999995,8293877.452800001,4.64,148.657056
2000-01-14,407133966.64320004,403928957.95199996,5920703.078399999,4.5,148.702776
2000-01-15,406766980.91519994,394631986.176,0.0,4.38,148.65096
2000-01-16,268413361.45919997,261293838.336,0.0,4.31,148.31872800000002
2000-01-17,330360552.3456,334935641.08800006,0.0,4.23,148.2852
2000-01-18,369872682.3936,374325442.56,0.0,4.1,148.273008
2000-01-19,369358902.3744,371634213.8880001,0.0,3.89,148.282152
2000-01-20,382227868.5696,388270900.2239999,0.0,3.75,148.59
2000-01-21,378484614.144,374080785.408,0.0,3.68,148.57476
2000-01-22,296010688.20479995,291875982.336,0.0,3.69,148.519896
2000-01-23,324170726.4,328574555.13600004,0.0,3.62,148.458936
2000-01-24,362435104.9728,368942985.2160001,0.0,3.59,148.57476
2000-01-25,415819295.53920007,415427844.0960001,99306337.99679999,3.7,148.718016
2000-01-26,401139866.41919994,404173615.104,22459526.553600002,3.75,148.687536
2000-01-27,390203691.7248,385335014.4,13920991.948800001,3.69,148.663152
