epoch,loss,kfold,class
24,8.99691390991211,46,training
25,8.996999740600586,46,training
26,8.972915649414062,46,training
27,8.984681129455566,46,training
28,8.98409652709961,46,training
29,8.979583740234375,46,training
0,12.280205726623535,47,training
1,9.19770622253418,47,training
2,9.191370964050293,47,training
3,9.118284225463867,47,training
4,9.079299926757812,47,training
5,9.086889266967773,47,training
6,9.054730415344238,47,training
7,9.06400203704834,47,training
8,9.057341575622559,47,training
9,9.056057929992676,47,training
10,9.029736518859863,47,training
11,9.028282165527344,47,training
12,9.020751953125,47,training
13,9.029694557189941,47,training
14,9.001728057861328,47,training
15,9.01203727722168,47,training
16,9.0136137008667,47,training
17,9.002562522888184,47,training
18,9.015763282775879,47,training
19,8.998228073120117,47,training
20,9.00078296661377,47,training
0,11.53947639465332,48,training
1,9.205617904663086,48,training
2,9.118268013000488,48,training
3,9.108659744262695,48,training
4,9.064266204833984,48,training
5,9.04218864440918,48,training
6,9.073792457580566,48,training
7,9.041708946228027,48,training
8,9.033262252807617,48,training
9,9.003755569458008,48,training
10,9.039161682128906,48,training
11,9.001009941101074,48,training
12,9.007493019104004,48,training
13,8.974489212036133,48,training
14,8.98951244354248,48,training
15,8.978816032409668,48,training
16,8.986905097961426,48,training
0,11.873249053955078,49,training
1,9.216880798339844,49,training
2,9.145023345947266,49,training
3,9.08549976348877,49,training
4,9.095083236694336,49,training
5,9.07412052154541,49,training
6,9.03679084777832,49,training
7,9.049882888793945,49,training
8,9.032875061035156,49,training
9,9.023106575012207,49,training
10,9.038716316223145,49,training
11,8.990221977233887,49,training
12,9.007545471191406,49,training
13,9.00765609741211,49,training
14,9.01645278930664,49,training
15,8.99740982055664,49,training
16,8.995231628417969,49,training
17,8.986583709716797,49,training
18,8.99866008758545,49,training
19,8.979454040527344,49,training
20,8.994226455688477,49,training
21,8.988945960998535,49,training
22,8.973733901977539,49,training
0,10.121260643005371,0,validation
1,9.042658805847168,0,validation
2,9.297402381896973,0,validation
3,8.866141319274902,0,validation
4,8.87907600402832,0,validation
5,9.36240005493164,0,validation
6,9.08224868774414,0,validation
7,9.593179702758789,0,validation
8,8.840848922729492,0,validation
9,8.91344928741455,0,validation
10,9.140195846557617,0,validation
11,9.290971755981445,0,validation
12,9.122087478637695,0,validation
13,8.839696884155273,0,validation
14,9.07325267791748,0,validation
15,8.843390464782715,0,validation
16,9.038813591003418,0,validation
17,9.875483512878418,0,validation
18,9.118942260742188,0,validation
19,8.870525360107422,0,validation
20,9.439445495605469,0,validation
21,8.81864070892334,0,validation
22,9.055191993713379,0,validation
23,8.88430118560791,0,validation
24,8.85430908203125,0,validation
25,9.164325714111328,0,validation
26,8.859376907348633,0,validation
27,8.85806655883789,0,validation
28,9.047286987304688,0,validation
29,8.835806846618652,0,validation
30,8.81824779510498,0,validation
31,8.877862930297852,0,validation
32,8.957417488098145,0,validation
33,8.969314575195312,0,validation
34,8.979410171508789,0,validation
35,8.817359924316406,0,validation
36,8.851487159729004,0,validation
37,8.876734733581543,0,validation
38,8.836272239685059,0,validation
39,8.862722396850586,0,validation
40,8.916259765625,0,validation
41,8.902832984924316,0,validation
42,8.84733772277832,0,validation
43,9.0591402053833,0,validation
44,8.830201148986816,0,validation
45,8.831856727600098,0,validation
0,9.29004955291748,1,validation
1,9.555837631225586,1,validation
2,9.106851577758789,1,validation
3,8.974355697631836,1,validation
4,9.161276817321777,1,validation
5,9.310477256774902,1,validation
6,8.963647842407227,1,validation
7,9.068567276000977,1,validation
8,9.033308029174805,1,validation
9,9.037650108337402,1,validation
10,9.116108894348145,1,validation
11,8.970816612243652,1,validation
12,8.964052200317383,1,validation
13,8.988580703735352,1,validation
14,9.10538101196289,1,validation
15,9.307537078857422,1,validation
16,8.978304862976074,1,validation
0,9.90593147277832,2,validation
1,9.088464736938477,2,validation
2,9.046600341796875,2,validation
3,9.121513366699219,2,validation
4,9.410820007324219,2,validation
5,9.007243156433105,2,validation
6,9.252357482910156,2,validation
7,9.056562423706055,2,validation
8,9.187403678894043,2,validation
9,9.079217910766602,2,validation
10,9.090987205505371,2,validation
11,9.225702285766602,2,validation
12,9.162729263305664,2,validation
13,9.01085376739502,2,validation
14,9.104469299316406,2,validation
15,9.56486701965332,2,validation
0,9.034870147705078,3,validation
1,10.38966178894043,3,validation
2,9.08756160736084,3,validation
3,9.008016586303711,3,validation
4,9.029046058654785,3,validation
5,8.91051959991455,3,validation
6,9.550429344177246,3,validation
7,9.051884651184082,3,validation
8,9.096124649047852,3,validation
9,9.293899536132812,3,validation
10,8.943682670593262,3,validation
11,9.010248184204102,3,validation
12,9.413944244384766,3,validation
13,9.054412841796875,3,validation
14,8.972973823547363,3,validation
15,8.914695739746094,3,validation
0,8.677016258239746,4,validation
1,8.881683349609375,4,validation
2,8.829008102416992,4,validation
3,8.74003791809082,4,validation
4,8.64201545715332,4,validation
5,8.663805961608887,4,validation
6,8.699758529663086,4,validation
7,8.65567398071289,4,validation
8,8.851941108703613,4,validation
9,8.864530563354492,4,validation
10,9.078536033630371,4,validation
11,8.7219820022583,4,validation
12,8.697851181030273,4,validation
13,8.637450218200684,4,validation
14,8.688606262207031,4,validation
15,8.903935432434082,4,validation
16,8.960445404052734,4,validation
17,8.67895221710205,4,validation
18,8.921608924865723,4,validation
19,8.68892765045166,4,validation
20,8.63681697845459,4,validation
21,8.828563690185547,4,validation
22,8.830758094787598,4,validation
23,8.64198112487793,4,validation
24,8.745454788208008,4,validation
25,8.745638847351074,4,validation
26,8.696454048156738,4,validation
27,8.663422584533691,4,validation
28,8.801987648010254,4,validation
29,8.81577205657959,4,validation
30,8.658105850219727,4,validation
0,9.683451652526855,5,validation
1,9.001517295837402,5,validation
2,9.230511665344238,5,validation
3,9.014191627502441,5,validation
4,9.216442108154297,5,validation
5,9.058610916137695,5,validation
6,8.926803588867188,5,validation
7,9.109880447387695,5,validation
8,9.325672149658203,5,validation
9,9.08713150024414,5,validation
10,8.940982818603516,5,validation
11,8.967490196228027,5,validation
12,8.932479858398438,5,validation
13,9.012211799621582,5,validation
14,9.008084297180176,5,validation
15,9.353246688842773,5,validation
16,9.012052536010742,5,validation
0,9.285309791564941,6,validation
1,8.9696683883667,6,validation
2,9.361404418945312,6,validation
3,9.413065910339355,6,validation
4,8.93142318725586,6,validation
5,9.071715354919434,6,validation
6,8.809489250183105,6,validation
7,8.922233581542969,6,validation
8,9.103198051452637,6,validation
9,8.905694961547852,6,validation
10,8.84151840209961,6,validation
11,8.846166610717773,6,validation
12,8.837075233459473,6,validation
13,8.85916519165039,6,validation
14,9.024356842041016,6,validation
15,9.042628288269043,6,validation
16,8.855437278747559,6,validation
0,9.150552749633789,7,validation
1,8.979848861694336,7,validation
2,8.907307624816895,7,validation
3,9.19174861907959,7,validation
4,9.24948501586914,7,validation
5,9.100830078125,7,validation
6,8.997004508972168,7,validation
7,8.924928665161133,7,validation
8,9.146419525146484,7,validation
9,10.446826934814453,7,validation
10,9.524121284484863,7,validation
11,8.970968246459961,7,validation
12,8.984204292297363,7,validation
0,9.523538589477539,8,validation
1,8.875171661376953,8,validation
2,8.937215805053711,8,validation
3,9.047480583190918,8,validation
4,8.801636695861816,8,validation
5,8.951456069946289,8,validation
6,9.106335639953613,8,validation
7,8.909650802612305,8,validation
8,8.806855201721191,8,validation
9,8.990172386169434,8,validation
10,8.800505638122559,8,validation
11,8.815999984741211,8,validation
12,9.256114959716797,8,validation
13,8.84839153289795,8,validation
14,8.769676208496094,8,validation
15,8.978870391845703,8,validation
16,8.83104133605957,8,validation
17,8.907075881958008,8,validation
18,8.812263488769531,8,validation
19,8.796976089477539,8,validation
20,8.913883209228516,8,validation
21,8.896429061889648,8,validation
22,8.896319389343262,8,validation
23,8.926145553588867,8,validation
24,8.781411170959473,8,validation
0,9.668741226196289,9,validation
1,9.282474517822266,9,validation
2,9.045279502868652,9,validation
3,8.984970092773438,9,validation
4,9.080057144165039,9,validation
5,9.315937042236328,9,validation
6,9.277705192565918,9,validation
7,9.008933067321777,9,validation
8,9.101400375366211,9,validation
9,9.176679611206055,9,validation
10,8.933327674865723,9,validation
11,8.931408882141113,9,validation
12,9.377657890319824,9,validation
13,8.976242065429688,9,validation
14,9.114241600036621,9,validation
15,9.01584243774414,9,validation
16,9.020630836486816,9,validation
17,9.243532180786133,9,validation
18,9.014925003051758,9,validation
19,9.045953750610352,9,validation
20,8.971607208251953,9,validation
21,9.01193904876709,9,validation
0,9.085027694702148,10,validation
1,9.288371086120605,10,validation
2,9.512673377990723,10,validation
3,9.093696594238281,10,validation
4,9.223379135131836,10,validation
5,9.194448471069336,10,validation
6,9.094818115234375,10,validation
7,9.44448184967041,10,validation
8,9.198288917541504,10,validation
9,9.488837242126465,10,validation
10,9.149744033813477,10,validation
0,8.885069847106934,11,validation
1,8.915925025939941,11,validation
2,9.755885124206543,11,validation
3,9.110969543457031,11,validation
4,8.928130149841309,11,validation
5,9.04226303100586,11,validation
6,8.945693016052246,11,validation
7,9.677607536315918,11,validation
8,8.861406326293945,11,validation
9,8.97980785369873,11,validation
10,8.999404907226562,11,validation
11,8.964944839477539,11,validation
12,9.100749015808105,11,validation
13,8.938056945800781,11,validation
14,9.049012184143066,11,validation
15,8.985597610473633,11,validation
16,9.096504211425781,11,validation
17,8.970820426940918,11,validation
18,8.89569091796875,11,validation
0,9.063838958740234,12,validation
1,9.34587287902832,12,validation
2,9.036116600036621,12,validation
3,8.969878196716309,12,validation
4,8.959002494812012,12,validation
5,9.123627662658691,12,validation
6,8.930444717407227,12,validation
7,9.016353607177734,12,validation
8,8.865652084350586,12,validation
9,8.873493194580078,12,validation
10,9.027861595153809,12,validation
11,9.096110343933105,12,validation
12,8.937532424926758,12,validation
13,8.96678638458252,12,validation
14,9.40451431274414,12,validation
15,8.933091163635254,12,validation
16,8.950557708740234,12,validation
17,8.915216445922852,12,validation
18,9.113869667053223,12,validation
0,9.0809326171875,13,validation
1,8.985968589782715,13,validation
2,8.886072158813477,13,validation
3,8.940352439880371,13,validation
4,8.865519523620605,13,validation
5,8.842497825622559,13,validation
6,8.835803031921387,13,validation
7,9.679220199584961,13,validation
8,8.864564895629883,13,validation
9,8.975868225097656,13,validation
10,8.822306632995605,13,validation
11,8.919870376586914,13,validation
12,8.867959022521973,13,validation
13,8.863516807556152,13,validation
14,8.793840408325195,13,validation
15,8.836427688598633,13,validation
16,9.049549102783203,13,validation
17,8.807697296142578,13,validation
18,8.803865432739258,13,validation
19,8.792740821838379,13,validation
20,9.027291297912598,13,validation
21,9.077393531799316,13,validation
22,8.944154739379883,13,validation
23,8.872572898864746,13,validation
24,8.902851104736328,13,validation
25,8.920811653137207,13,validation
26,8.791919708251953,13,validation
27,9.17813491821289,13,validation
28,9.21596908569336,13,validation
29,8.865915298461914,13,validation
30,8.790301322937012,13,validation
31,8.922094345092773,13,validation
32,8.905238151550293,13,validation
33,8.874107360839844,13,validation
34,9.03320598602295,13,validation
35,9.619704246520996,13,validation
36,8.821152687072754,13,validation
37,8.873449325561523,13,validation
38,8.819122314453125,13,validation
39,9.524847030639648,13,validation
40,8.904718399047852,13,validation
0,8.974947929382324,14,validation
1,9.132768630981445,14,validation
2,8.981340408325195,14,validation
3,9.008329391479492,14,validation
4,8.77949333190918,14,validation
5,8.871357917785645,14,validation
6,8.870209693908691,14,validation
7,8.81503677368164,14,validation
8,8.894394874572754,14,validation
9,9.169672966003418,14,validation
10,8.774992942810059,14,validation
11,8.86863899230957,14,validation
12,8.757274627685547,14,validation
13,8.814193725585938,14,validation
14,9.09201431274414,14,validation
15,8.945545196533203,14,validation
16,8.828237533569336,14,validation
17,8.868409156799316,14,validation
18,9.215192794799805,14,validation
19,8.94168758392334,14,validation
20,8.757368087768555,14,validation
21,9.023226737976074,14,validation
22,8.962133407592773,14,validation
0,8.892033576965332,15,validation
1,8.766342163085938,15,validation
2,8.834822654724121,15,validation
3,9.154413223266602,15,validation
4,8.820666313171387,15,validation
5,8.802478790283203,15,validation
6,9.141895294189453,15,validation
7,8.825450897216797,15,validation
8,8.743171691894531,15,validation
9,9.760722160339355,15,validation
10,8.755758285522461,15,validation
11,8.799561500549316,15,validation
12,8.99150562286377,15,validation
13,8.881082534790039,15,validation
14,8.756312370300293,15,validation
15,8.786726951599121,15,validation
16,8.768647193908691,15,validation
17,9.09521770477295,15,validation
18,8.855713844299316,15,validation
0,9.074565887451172,16,validation
1,9.288532257080078,16,validation
2,9.504945755004883,16,validation
3,9.196113586425781,16,validation
4,9.308669090270996,16,validation
5,9.021830558776855,16,validation
6,9.071919441223145,16,validation
7,8.916333198547363,16,validation
8,9.318411827087402,16,validation
9,9.056056022644043,16,validation
10,9.607497215270996,16,validation
11,8.934504508972168,16,validation
12,9.205503463745117,16,validation
13,8.975680351257324,16,validation
14,8.935406684875488,16,validation
15,9.138055801391602,16,validation
16,8.904877662658691,16,validation
17,8.911529541015625,16,validation
18,8.933741569519043,16,validation
19,8.904620170593262,16,validation
20,9.329507827758789,16,validation
21,9.019060134887695,16,validation
22,8.916350364685059,16,validation
23,8.977961540222168,16,validation
24,8.965084075927734,16,validation
25,8.917113304138184,16,validation
26,8.941563606262207,16,validation
27,9.377314567565918,16,validation
28,8.910198211669922,16,validation
29,9.031353950500488,16,validation
0,9.228219985961914,17,validation
1,9.016237258911133,17,validation
2,9.040403366088867,17,validation
3,9.136055946350098,17,validation
4,9.683640480041504,17,validation
5,9.739252090454102,17,validation
6,9.39146614074707,17,validation
7,9.088976860046387,17,validation
8,9.010126113891602,17,validation
9,9.01908016204834,17,validation
10,9.112801551818848,17,validation
11,9.075726509094238,17,validation
12,9.032084465026855,17,validation
13,9.182413101196289,17,validation
14,9.362401962280273,17,validation
15,9.124750137329102,17,validation
16,9.007383346557617,17,validation
17,9.034380912780762,17,validation
18,9.210355758666992,17,validation
19,9.535962104797363,17,validation
20,9.196392059326172,17,validation
21,9.117430686950684,17,validation
22,9.154414176940918,17,validation
23,9.043472290039062,17,validation
24,9.099355697631836,17,validation
25,9.015033721923828,17,validation
26,9.219403266906738,17,validation
0,9.892659187316895,18,validation
1,8.999712944030762,18,validation
2,9.236867904663086,18,validation
3,8.980827331542969,18,validation
4,8.950790405273438,18,validation
5,8.893084526062012,18,validation
6,8.89790153503418,18,validation
7,8.910197257995605,18,validation
8,9.189088821411133,18,validation
9,8.944153785705566,18,validation
10,8.871838569641113,18,validation
11,8.947111129760742,18,validation
12,8.837569236755371,18,validation
13,8.858536720275879,18,validation
14,8.927993774414062,18,validation
15,8.865978240966797,18,validation
16,9.10174560546875,18,validation
17,9.01149845123291,18,validation
18,9.372064590454102,18,validation
19,9.14840316772461,18,validation
20,8.955948829650879,18,validation
21,9.187091827392578,18,validation
22,8.907464027404785,18,validation
0,9.322460174560547,19,validation
1,8.925423622131348,19,validation
2,8.921432495117188,19,validation
3,8.873945236206055,19,validation
4,9.390558242797852,19,validation
5,8.875038146972656,19,validation
6,8.837011337280273,19,validation
7,8.821684837341309,19,validation
8,9.234846115112305,19,validation
9,9.012112617492676,19,validation
10,8.860459327697754,19,validation
11,9.206379890441895,19,validation
12,8.933969497680664,19,validation
13,8.878257751464844,19,validation
14,8.921792984008789,19,validation
15,8.832319259643555,19,validation
16,8.916682243347168,19,validation
17,8.883418083190918,19,validation
0,8.827934265136719,20,validation
1,8.787893295288086,20,validation
2,8.85497760772705,20,validation
3,8.785107612609863,20,validation
4,9.285518646240234,20,validation
5,8.751788139343262,20,validation
6,8.725613594055176,20,validation
7,8.788474082946777,20,validation
8,8.737943649291992,20,validation
9,8.891362190246582,20,validation
10,9.612979888916016,20,validation
11,8.732335090637207,20,validation
12,9.015125274658203,20,validation
13,8.845756530761719,20,validation
14,8.971372604370117,20,validation
15,8.746109008789062,20,validation
16,8.87713623046875,20,validation
0,9.586657524108887,21,validation
1,8.823147773742676,21,validation
2,9.181435585021973,21,validation
3,9.699892044067383,21,validation
4,8.918575286865234,21,validation
5,8.961448669433594,21,validation
6,8.808472633361816,21,validation
7,8.906394958496094,21,validation
8,9.189579010009766,21,validation
9,8.849663734436035,21,validation
10,8.898384094238281,21,validation
11,8.929342269897461,21,validation
12,9.205586433410645,21,validation
13,8.874939918518066,21,validation
14,8.871708869934082,21,validation
15,8.929570198059082,21,validation
16,8.818153381347656,21,validation
0,10.546160697937012,22,validation
1,9.188373565673828,22,validation
2,8.924165725708008,22,validation
3,8.928009033203125,22,validation
4,8.984768867492676,22,validation
5,8.95331859588623,22,validation
6,9.091136932373047,22,validation
7,9.081442832946777,22,validation
8,9.124141693115234,22,validation
9,8.9453706741333,22,validation
10,9.032379150390625,22,validation
11,8.959151268005371,22,validation
12,9.02636432647705,22,validation
0,10.193825721740723,23,validation
1,9.41032886505127,23,validation
2,9.138177871704102,23,validation
3,9.32182788848877,23,validation
4,9.399368286132812,23,validation
5,9.216344833374023,23,validation
6,9.113851547241211,23,validation
7,9.224776268005371,23,validation
8,9.369422912597656,23,validation
9,9.17734146118164,23,validation
10,9.505858421325684,23,validation
11,9.56468677520752,23,validation
12,9.709184646606445,23,validation
13,9.583672523498535,23,validation
14,9.164941787719727,23,validation
15,9.286685943603516,23,validation
16,9.122669219970703,23,validation
0,8.978700637817383,24,validation
1,9.052135467529297,24,validation
2,8.821535110473633,24,validation
3,9.058774948120117,24,validation
4,8.861184120178223,24,validation
5,8.800984382629395,24,validation
6,8.979416847229004,24,validation
7,8.786775588989258,24,validation
8,8.771529197692871,24,validation
9,8.931468963623047,24,validation
10,8.828351974487305,24,validation
11,8.818187713623047,24,validation
12,8.898213386535645,24,validation
13,8.818424224853516,24,validation
14,8.8053617477417,24,validation
15,8.873703956604004,24,validation
16,8.854817390441895,24,validation
17,8.782060623168945,24,validation
18,8.768463134765625,24,validation
19,8.78726863861084,24,validation
20,8.818794250488281,24,validation
21,8.965431213378906,24,validation
22,8.767671585083008,24,validation
23,8.763531684875488,24,validation
24,9.177632331848145,24,validation
25,8.807317733764648,24,validation
26,8.822518348693848,24,validation
27,8.919615745544434,24,validation
28,8.831616401672363,24,validation
29,8.846774101257324,24,validation
30,8.839365005493164,24,validation
31,8.9374361038208,24,validation
32,8.769718170166016,24,validation
33,8.909578323364258,24,validation
0,9.736201286315918,25,validation
1,8.921178817749023,25,validation
2,8.893266677856445,25,validation
3,8.90082836151123,25,validation
4,8.930621147155762,25,validation
5,8.921843528747559,25,validation
6,8.984293937683105,25,validation
7,8.983620643615723,25,validation
8,9.326695442199707,25,validation
9,9.091754913330078,25,validation
10,9.441537857055664,25,validation
11,8.846774101257324,25,validation
12,8.831059455871582,25,validation
13,9.000415802001953,25,validation
14,9.322930335998535,25,validation
15,8.967390060424805,25,validation
16,8.832624435424805,25,validation
17,8.823586463928223,25,validation
18,8.821775436401367,25,validation
19,8.833268165588379,25,validation
20,8.828435897827148,25,validation
21,8.84263801574707,25,validation
22,9.262872695922852,25,validation
23,8.94106674194336,25,validation
24,8.881672859191895,25,validation
25,9.13913345336914,25,validation
26,8.884712219238281,25,validation
27,8.914162635803223,25,validation
28,9.043357849121094,25,validation
0,9.519189834594727,26,validation
1,9.050271034240723,26,validation
2,9.074435234069824,26,validation
3,9.072312355041504,26,validation
4,9.078035354614258,26,validation
5,9.064126014709473,26,validation
6,9.035492897033691,26,validation
7,8.922429084777832,26,validation
8,9.461929321289062,26,validation
9,8.926579475402832,26,validation
10,9.474510192871094,26,validation
11,9.395744323730469,26,validation
12,9.08126163482666,26,validation
13,9.011614799499512,26,validation
14,8.967758178710938,26,validation
15,9.004311561584473,26,validation
16,9.03808879852295,26,validation
17,9.003931045532227,26,validation
0,9.015263557434082,27,validation
1,8.98177719116211,27,validation
2,9.029403686523438,27,validation
3,8.829731941223145,27,validation
4,9.146864891052246,27,validation
5,8.997443199157715,27,validation
6,8.77585220336914,27,validation
7,9.061410903930664,27,validation
8,9.554795265197754,27,validation
9,9.01801872253418,27,validation
10,8.788272857666016,27,validation
11,8.85622501373291,27,validation
12,8.89687442779541,27,validation
13,8.939506530761719,27,validation
14,8.816672325134277,27,validation
15,8.985312461853027,27,validation
16,9.022684097290039,27,validation
0,9.089118003845215,28,validation
1,9.129670143127441,28,validation
2,9.0681791305542,28,validation
3,9.034534454345703,28,validation
4,9.470895767211914,28,validation
5,9.066898345947266,28,validation
6,9.030660629272461,28,validation
7,9.039380073547363,28,validation
8,9.315232276916504,28,validation
9,8.998137474060059,28,validation
10,9.133901596069336,28,validation
11,9.000154495239258,28,validation
12,9.779019355773926,28,validation
13,9.028018951416016,28,validation
14,8.99178695678711,28,validation
15,8.975603103637695,28,validation
16,9.024497985839844,28,validation
17,9.650598526000977,28,validation
18,9.426719665527344,28,validation
19,9.193859100341797,28,validation
20,9.40187931060791,28,validation
21,9.150495529174805,28,validation
22,9.072135925292969,28,validation
23,9.35279369354248,28,validation
24,9.007416725158691,28,validation
25,9.100972175598145,28,validation
0,9.349381446838379,29,validation
1,8.991759300231934,29,validation
2,8.898066520690918,29,validation
3,8.897856712341309,29,validation
4,9.273201942443848,29,validation
5,8.820216178894043,29,validation
6,8.823445320129395,29,validation
7,8.929481506347656,29,validation
8,8.851318359375,29,validation
9,8.918240547180176,29,validation
10,9.163978576660156,29,validation
11,8.814398765563965,29,validation
12,8.96446704864502,29,validation
13,9.085440635681152,29,validation
14,8.943936347961426,29,validation
15,8.994593620300293,29,validation
16,9.030987739562988,29,validation
17,8.967156410217285,29,validation
18,8.802581787109375,29,validation
19,9.232730865478516,29,validation
20,8.810651779174805,29,validation
21,8.862793922424316,29,validation
22,8.847204208374023,29,validation
23,8.981240272521973,29,validation
24,8.86898136138916,29,validation
25,9.039572715759277,29,validation
26,8.952254295349121,29,validation
27,8.838102340698242,29,validation
28,8.90728759765625,29,validation
0,8.94006633758545,30,validation
1,9.102088928222656,30,validation
2,9.073953628540039,30,validation
3,9.250078201293945,30,validation
4,9.077547073364258,30,validation
5,9.014266014099121,30,validation
6,8.85952377319336,30,validation
7,8.904250144958496,30,validation
8,9.060470581054688,30,validation
9,8.850641250610352,30,validation
10,9.066996574401855,30,validation
11,9.007457733154297,30,validation
12,8.900289535522461,30,validation
13,8.865639686584473,30,validation
14,8.883611679077148,30,validation
15,8.864593505859375,30,validation
16,8.998876571655273,30,validation
17,9.16625690460205,30,validation
18,9.17076587677002,30,validation
19,9.138726234436035,30,validation
0,8.672818183898926,31,validation
1,8.969056129455566,31,validation
2,9.134391784667969,31,validation
3,8.817622184753418,31,validation
4,8.837872505187988,31,validation
5,8.930646896362305,31,validation
6,8.712596893310547,31,validation
7,8.837669372558594,31,validation
8,8.736551284790039,31,validation
9,8.732995986938477,31,validation
10,8.694350242614746,31,validation
0,9.133572578430176,32,validation
1,8.992156982421875,32,validation
2,8.893202781677246,32,validation
3,8.949347496032715,32,validation
4,9.095208168029785,32,validation
5,9.41728687286377,32,validation
6,9.146068572998047,32,validation
7,8.933297157287598,32,validation
8,9.018678665161133,32,validation
9,8.97884464263916,32,validation
10,9.113127708435059,32,validation
11,9.118741989135742,32,validation
12,8.844249725341797,32,validation
13,8.952269554138184,32,validation
14,9.073466300964355,32,validation
15,9.137480735778809,32,validation
16,9.119463920593262,32,validation
17,8.880011558532715,32,validation
18,8.891034126281738,32,validation
19,8.883108139038086,32,validation
20,9.109540939331055,32,validation
21,8.864821434020996,32,validation
22,8.98740291595459,32,validation
0,10.317713737487793,33,validation
1,9.467782020568848,33,validation
2,9.484175682067871,33,validation
3,9.18779468536377,33,validation
4,9.003826141357422,33,validation
5,9.158491134643555,33,validation
6,8.971482276916504,33,validation
7,8.961191177368164,33,validation
8,9.048296928405762,33,validation
9,9.053315162658691,33,validation
10,9.084783554077148,33,validation
11,9.098883628845215,33,validation
12,9.238182067871094,33,validation
13,9.009139060974121,33,validation
14,9.022342681884766,33,validation
15,9.044440269470215,33,validation
16,8.964966773986816,33,validation
17,9.284327507019043,33,validation
0,9.97884750366211,34,validation
1,9.401945114135742,34,validation
2,9.066739082336426,34,validation
3,9.010771751403809,34,validation
4,8.974769592285156,34,validation
5,8.980402946472168,34,validation
6,9.335111618041992,34,validation
7,9.080485343933105,34,validation
8,9.328258514404297,34,validation
9,9.028837203979492,34,validation
10,9.110215187072754,34,validation
11,9.067026138305664,34,validation
12,9.052002906799316,34,validation
13,9.149775505065918,34,validation
14,9.468733787536621,34,validation
0,9.871336936950684,35,validation
1,9.025805473327637,35,validation
2,8.960226058959961,35,validation
3,8.967493057250977,35,validation
4,9.424263000488281,35,validation
5,9.091736793518066,35,validation
6,9.745506286621094,35,validation
7,9.271585464477539,35,validation
8,8.96126937866211,35,validation
9,8.993673324584961,35,validation
10,9.103475570678711,35,validation
11,9.0241060256958,35,validation
12,8.98198413848877,35,validation
0,8.992817878723145,36,validation
1,9.032629013061523,36,validation
2,8.797550201416016,36,validation
3,8.897159576416016,36,validation
4,8.84615421295166,36,validation
5,9.008930206298828,36,validation
6,8.897342681884766,36,validation
7,8.716660499572754,36,validation
8,8.706955909729004,36,validation
9,8.982327461242676,36,validation
10,8.791338920593262,36,validation
11,8.715056419372559,36,validation
12,8.884575843811035,36,validation
13,9.24305534362793,36,validation
14,8.769646644592285,36,validation
15,8.861576080322266,36,validation
16,8.745783805847168,36,validation
17,8.73409652709961,36,validation
18,8.875384330749512,36,validation
0,8.905420303344727,37,validation
1,9.27475643157959,37,validation
2,8.895735740661621,37,validation
3,8.94970989227295,37,validation
4,8.914978981018066,37,validation
5,10.075417518615723,37,validation
6,8.965865135192871,37,validation
7,8.91591739654541,37,validation
8,8.860200881958008,37,validation
9,8.938679695129395,37,validation
10,8.832521438598633,37,validation
11,8.878828048706055,37,validation
12,8.814838409423828,37,validation
13,8.819066047668457,37,validation
14,8.827569007873535,37,validation
15,9.226198196411133,37,validation
16,8.912269592285156,37,validation
17,8.906964302062988,37,validation
18,8.916911125183105,37,validation
19,9.046856880187988,37,validation
20,8.939159393310547,37,validation
21,8.825289726257324,37,validation
22,8.835094451904297,37,validation
0,8.821032524108887,38,validation
1,8.998796463012695,38,validation
2,8.920814514160156,38,validation
3,8.916340827941895,38,validation
4,9.049551963806152,38,validation
5,8.802278518676758,38,validation
6,9.58409309387207,38,validation
7,8.847830772399902,38,validation
8,9.75000286102295,38,validation
9,9.068037033081055,38,validation
10,8.918664932250977,38,validation
11,8.834784507751465,38,validation
12,8.92046070098877,38,validation
13,8.984564781188965,38,validation
14,8.814784049987793,38,validation
15,8.949149131774902,38,validation
0,9.317914962768555,39,validation
1,9.616755485534668,39,validation
2,9.218656539916992,39,validation
3,9.353164672851562,39,validation
4,9.312402725219727,39,validation
5,9.137798309326172,39,validation
6,9.195615768432617,39,validation
7,9.486113548278809,39,validation
8,9.199233055114746,39,validation
9,9.070876121520996,39,validation
10,9.098335266113281,39,validation
11,9.052777290344238,39,validation
12,9.147915840148926,39,validation
13,10.16843318939209,39,validation
14,9.06628704071045,39,validation
15,9.56716537475586,39,validation
16,9.198366165161133,39,validation
17,9.061236381530762,39,validation
18,9.161887168884277,39,validation
19,9.102877616882324,39,validation
20,9.137136459350586,39,validation
21,9.072339057922363,39,validation
0,8.924635887145996,40,validation
1,9.043149948120117,40,validation
2,9.137582778930664,40,validation
3,8.969773292541504,40,validation
4,9.346623420715332,40,validation
5,8.943142890930176,40,validation
6,8.935497283935547,40,validation
7,9.071454048156738,40,validation
8,9.415661811828613,40,validation
9,9.023061752319336,40,validation
10,9.825638771057129,40,validation
0,9.245535850524902,41,validation
1,9.180525779724121,41,validation
2,9.134114265441895,41,validation
3,9.211170196533203,41,validation
4,9.056283950805664,41,validation
5,9.571188926696777,41,validation
6,9.24415397644043,41,validation
7,9.33012866973877,41,validation
8,9.14169979095459,41,validation
9,9.437103271484375,41,validation
10,9.19480037689209,41,validation
11,9.137969017028809,41,validation
